Subject,Predicate,Object
21459_a9de5e5b,belongsToFamily,simple_rotor
21459_a9de5e5b,hasComplexityLevel,Low
21459_a9de5e5b,hasTopology,Sparse
21459_a9de5e5b,hasStructure,Asymmetric
21386_e234c6b6,hasMaterial,Steel
21386_e234c6b6,belongsToFamily,symmetric_rotor
21386_e234c6b6,hasComplexityLevel,Medium
21386_e234c6b6,hasTopology,Moderate
21386_e234c6b6,hasStructure,Symmetric
22474_b10fea1a,hasMaterial,Steel
22474_b10fea1a,belongsToFamily,medium_rotor
22474_b10fea1a,hasComplexityLevel,Medium
22474_b10fea1a,hasTopology,Moderate
22474_b10fea1a,hasStructure,Asymmetric
19051_26735260,hasMaterial,"Stainless Steel, 440C, Steel, Mild, Rubber"
19051_26735260,belongsToFamily,high_complexity_rotor
19051_26735260,hasComplexityLevel,High
19051_26735260,hasTopology,Dense
19051_26735260,hasStructure,Asymmetric
20332_0c2a24aa,hasMaterial,"Steel, Mild"
20332_0c2a24aa,belongsToFamily,simple_rotor
20332_0c2a24aa,hasComplexityLevel,Low
20332_0c2a24aa,hasTopology,Sparse
20332_0c2a24aa,hasStructure,Asymmetric
20807_88c198d5,hasMaterial,Steel
20807_88c198d5,belongsToFamily,simple_rotor
20807_88c198d5,hasComplexityLevel,Low
20807_88c198d5,hasTopology,Sparse
20807_88c198d5,hasStructure,Symmetric
21825_ce32b0a0,hasMaterial,Steel
21825_ce32b0a0,belongsToFamily,simple_rotor
21825_ce32b0a0,hasComplexityLevel,Low
21825_ce32b0a0,hasTopology,Sparse
21825_ce32b0a0,hasStructure,Symmetric
23366_cc0bc28e,hasMaterial,Steel
23366_cc0bc28e,belongsToFamily,medium_rotor
23366_cc0bc28e,hasComplexityLevel,Medium
23366_cc0bc28e,hasTopology,Sparse
23366_cc0bc28e,hasStructure,Asymmetric
22136_a539c50b,hasMaterial,Steel
22136_a539c50b,belongsToFamily,simple_rotor
22136_a539c50b,hasComplexityLevel,Low
22136_a539c50b,hasTopology,Sparse
22136_a539c50b,hasStructure,Symmetric
20414_a33bd0d7,hasMaterial,"Steel, Mild"
20414_a33bd0d7,belongsToFamily,medium_rotor
20414_a33bd0d7,hasComplexityLevel,Medium
20414_a33bd0d7,hasTopology,Sparse
20414_a33bd0d7,hasStructure,Asymmetric
22196_0deb2e34,hasMaterial,ABS Plastic
22196_0deb2e34,belongsToFamily,medium_rotor
22196_0deb2e34,hasComplexityLevel,Medium
22196_0deb2e34,hasTopology,Moderate
22196_0deb2e34,hasStructure,Asymmetric
23273_8f301ce3,hasMaterial,"Steel, Bamboo, ABS Plastic"
23273_8f301ce3,belongsToFamily,complex_assembly
23273_8f301ce3,hasComplexityLevel,High
23273_8f301ce3,hasTopology,Dense
23273_8f301ce3,hasStructure,Symmetric
21063_037107dc,hasMaterial,Steel
21063_037107dc,belongsToFamily,high_complexity_rotor
21063_037107dc,hasComplexityLevel,High
21063_037107dc,hasTopology,Dense
21063_037107dc,hasStructure,Asymmetric
23351_6104d55d,hasMaterial,Steel
23351_6104d55d,belongsToFamily,simple_rotor
23351_6104d55d,hasComplexityLevel,Low
23351_6104d55d,hasTopology,Sparse
23351_6104d55d,hasStructure,Asymmetric
21236_b696e901,hasMaterial,"Copper, Polyurethane Foam, Steel"
21236_b696e901,belongsToFamily,complex_assembly
21236_b696e901,hasComplexityLevel,High
21236_b696e901,hasTopology,Dense
21236_b696e901,hasStructure,Asymmetric
23321_c9497b79,hasMaterial,"Steel, Glass, Cast, Clear"
23321_c9497b79,belongsToFamily,simple_rotor
23321_c9497b79,hasComplexityLevel,Low
23321_c9497b79,hasTopology,Sparse
23321_c9497b79,hasStructure,Asymmetric
21351_675c66b1,hasMaterial,"Steel, Plastic"
21351_675c66b1,belongsToFamily,complex_assembly
21351_675c66b1,hasComplexityLevel,High
21351_675c66b1,hasTopology,Dense
21351_675c66b1,hasStructure,Asymmetric
20675_66ac9773,hasMaterial,"Steel, Mild, Steel"
20675_66ac9773,belongsToFamily,high_complexity_rotor
20675_66ac9773,hasComplexityLevel,High
20675_66ac9773,hasTopology,Dense
20675_66ac9773,hasStructure,Symmetric
23238_3c864758,hasMaterial,Steel
23238_3c864758,belongsToFamily,medium_rotor
23238_3c864758,hasComplexityLevel,Medium
23238_3c864758,hasTopology,Sparse
23238_3c864758,hasStructure,Asymmetric
20193_2da4f0a0,hasMaterial,"Steel, Mild"
20193_2da4f0a0,belongsToFamily,simple_rotor
20193_2da4f0a0,hasComplexityLevel,Low
20193_2da4f0a0,hasTopology,Sparse
20193_2da4f0a0,hasStructure,Asymmetric
23473_1dfa6e40,hasMaterial,Steel
23473_1dfa6e40,belongsToFamily,medium_rotor
23473_1dfa6e40,hasComplexityLevel,Medium
23473_1dfa6e40,hasTopology,Moderate
23473_1dfa6e40,hasStructure,Asymmetric
21709_4dd88551,hasMaterial,"Acetal Resin, White, Steel, ABS Plastic"
21709_4dd88551,belongsToFamily,high_complexity_rotor
21709_4dd88551,hasComplexityLevel,High
21709_4dd88551,hasTopology,Dense
21709_4dd88551,hasStructure,Symmetric
20646_4cd14a72,hasMaterial,Steel
20646_4cd14a72,belongsToFamily,simple_rotor
20646_4cd14a72,hasComplexityLevel,Low
20646_4cd14a72,hasTopology,Sparse
20646_4cd14a72,hasStructure,Asymmetric
21588_0c48dc5f,hasMaterial,Steel
21588_0c48dc5f,belongsToFamily,simple_rotor
21588_0c48dc5f,hasComplexityLevel,Low
21588_0c48dc5f,hasTopology,Sparse
21588_0c48dc5f,hasStructure,Asymmetric
23377_690165aa,hasMaterial,Steel
23377_690165aa,belongsToFamily,high_complexity_rotor
23377_690165aa,hasComplexityLevel,High
23377_690165aa,hasTopology,Dense
23377_690165aa,hasStructure,Symmetric
23468_a0bfb573,hasMaterial,Steel
23468_a0bfb573,belongsToFamily,symmetric_rotor
23468_a0bfb573,hasComplexityLevel,Medium
23468_a0bfb573,hasTopology,Moderate
23468_a0bfb573,hasStructure,Symmetric
20468_1c33550a,hasMaterial,"Steel, Mild"
20468_1c33550a,belongsToFamily,simple_rotor
20468_1c33550a,hasComplexityLevel,Low
20468_1c33550a,hasTopology,Sparse
20468_1c33550a,hasStructure,Asymmetric
21176_b5c72bfb,hasMaterial,Wood
21176_b5c72bfb,belongsToFamily,symmetric_rotor
21176_b5c72bfb,hasComplexityLevel,Medium
21176_b5c72bfb,hasTopology,Moderate
21176_b5c72bfb,hasStructure,Symmetric
23252_ef165bed,hasMaterial,Steel
23252_ef165bed,belongsToFamily,medium_rotor
23252_ef165bed,hasComplexityLevel,Medium
23252_ef165bed,hasTopology,Moderate
23252_ef165bed,hasStructure,Asymmetric
21164_de08f61e,hasMaterial,"Copper, Titanium, Gold"
21164_de08f61e,belongsToFamily,medium_rotor
21164_de08f61e,hasComplexityLevel,Medium
21164_de08f61e,hasTopology,Moderate
21164_de08f61e,hasStructure,Asymmetric
20789_1809f41f,hasMaterial,"Wood, Aluminum"
20789_1809f41f,belongsToFamily,medium_rotor
20789_1809f41f,hasComplexityLevel,Medium
20789_1809f41f,hasTopology,Moderate
20789_1809f41f,hasStructure,Asymmetric
22197_66c5655e,hasMaterial,"ABS Plastic, Glass, Cast, Clear"
22197_66c5655e,belongsToFamily,medium_rotor
22197_66c5655e,hasComplexityLevel,Medium
22197_66c5655e,hasTopology,Moderate
22197_66c5655e,hasStructure,Asymmetric
21352_c1101acb,hasMaterial,Steel
21352_c1101acb,belongsToFamily,high_complexity_rotor
21352_c1101acb,hasComplexityLevel,High
21352_c1101acb,hasTopology,Dense
21352_c1101acb,hasStructure,Symmetric
22376_3ebc82a2,hasMaterial,Steel
22376_3ebc82a2,belongsToFamily,medium_rotor
22376_3ebc82a2,hasComplexityLevel,Medium
22376_3ebc82a2,hasTopology,Moderate
22376_3ebc82a2,hasStructure,Asymmetric
20502_58b65de9,hasMaterial,"Steel, Mild"
20502_58b65de9,belongsToFamily,symmetric_rotor
20502_58b65de9,hasComplexityLevel,Medium
20502_58b65de9,hasTopology,Moderate
20502_58b65de9,hasStructure,Symmetric
21153_a2fb81fe,hasMaterial,Steel
21153_a2fb81fe,belongsToFamily,high_complexity_rotor
21153_a2fb81fe,hasComplexityLevel,High
21153_a2fb81fe,hasTopology,Dense
21153_a2fb81fe,hasStructure,Asymmetric
20409_dafedec6,hasMaterial,Brass
20409_dafedec6,belongsToFamily,simple_rotor
20409_dafedec6,hasComplexityLevel,Low
20409_dafedec6,hasTopology,Sparse
20409_dafedec6,hasStructure,Asymmetric
21492_8bd34fc1,hasMaterial,"Steel, Wood"
21492_8bd34fc1,belongsToFamily,complex_assembly
21492_8bd34fc1,hasComplexityLevel,High
21492_8bd34fc1,hasTopology,Dense
21492_8bd34fc1,hasStructure,Symmetric
20622_38dd90d0,hasMaterial,"Steel, Mild"
20622_38dd90d0,belongsToFamily,high_complexity_rotor
20622_38dd90d0,hasComplexityLevel,High
20622_38dd90d0,hasTopology,Dense
20622_38dd90d0,hasStructure,Asymmetric
22428_c1ffa51a,hasMaterial,Steel
22428_c1ffa51a,belongsToFamily,high_complexity_rotor
22428_c1ffa51a,hasComplexityLevel,High
22428_c1ffa51a,hasTopology,Dense
22428_c1ffa51a,hasStructure,Symmetric
21047_60d69af3,hasMaterial,Steel
21047_60d69af3,belongsToFamily,simple_rotor
21047_60d69af3,hasComplexityLevel,Low
21047_60d69af3,hasTopology,Sparse
21047_60d69af3,hasStructure,Asymmetric
23215_08a54de0,hasMaterial,Steel
23215_08a54de0,belongsToFamily,simple_rotor
23215_08a54de0,hasComplexityLevel,Low
23215_08a54de0,hasTopology,Sparse
23215_08a54de0,hasStructure,Asymmetric
20680_b095cb77,hasMaterial,ABS Plastic
20680_b095cb77,belongsToFamily,symmetric_rotor
20680_b095cb77,hasComplexityLevel,Medium
20680_b095cb77,hasTopology,Moderate
20680_b095cb77,hasStructure,Symmetric
23130_7417d5b3,hasMaterial,"Titanium, Steel"
23130_7417d5b3,belongsToFamily,high_complexity_rotor
23130_7417d5b3,hasComplexityLevel,High
23130_7417d5b3,hasTopology,Dense
23130_7417d5b3,hasStructure,Asymmetric
22193_c8773ded,hasMaterial,Steel
22193_c8773ded,belongsToFamily,high_complexity_rotor
22193_c8773ded,hasComplexityLevel,High
22193_c8773ded,hasTopology,Dense
22193_c8773ded,hasStructure,Asymmetric
20735_fb18051a,hasMaterial,Steel
20735_fb18051a,belongsToFamily,medium_rotor
20735_fb18051a,hasComplexityLevel,Medium
20735_fb18051a,hasTopology,Moderate
20735_fb18051a,hasStructure,Asymmetric
20989_885bd9b9,hasMaterial,"Steel, Mild"
20989_885bd9b9,belongsToFamily,simple_rotor
20989_885bd9b9,hasComplexityLevel,Low
20989_885bd9b9,hasTopology,Sparse
20989_885bd9b9,hasStructure,Symmetric
20927_826f4b56,hasMaterial,Steel
20927_826f4b56,belongsToFamily,simple_rotor
20927_826f4b56,hasComplexityLevel,Low
20927_826f4b56,hasTopology,Sparse
20927_826f4b56,hasStructure,Asymmetric
21719_d60b8a4a,hasMaterial,Steel
21719_d60b8a4a,belongsToFamily,medium_rotor
21719_d60b8a4a,hasComplexityLevel,Medium
21719_d60b8a4a,hasTopology,Moderate
21719_d60b8a4a,hasStructure,Asymmetric
21776_fb0bfbc6,hasMaterial,Steel
21776_fb0bfbc6,belongsToFamily,simple_rotor
21776_fb0bfbc6,hasComplexityLevel,Low
21776_fb0bfbc6,hasTopology,Sparse
21776_fb0bfbc6,hasStructure,Asymmetric
23372_4cb88567,hasMaterial,Steel
23372_4cb88567,belongsToFamily,medium_rotor
23372_4cb88567,hasComplexityLevel,Medium
23372_4cb88567,hasTopology,Moderate
23372_4cb88567,hasStructure,Asymmetric
22895_4533b542,hasMaterial,Steel
22895_4533b542,belongsToFamily,simple_rotor
22895_4533b542,hasComplexityLevel,Low
22895_4533b542,hasTopology,Sparse
22895_4533b542,hasStructure,Asymmetric
20870_dedaef5b,hasMaterial,Steel
20870_dedaef5b,belongsToFamily,high_complexity_rotor
20870_dedaef5b,hasComplexityLevel,High
20870_dedaef5b,hasTopology,Dense
20870_dedaef5b,hasStructure,Asymmetric
22399_97987ada,hasMaterial,"Nylon 6/6, Steel"
22399_97987ada,belongsToFamily,symmetric_rotor
22399_97987ada,hasComplexityLevel,Medium
22399_97987ada,hasTopology,Moderate
22399_97987ada,hasStructure,Symmetric
20376_eefa9511,hasMaterial,"Steel, Mild"
20376_eefa9511,belongsToFamily,simple_rotor
20376_eefa9511,hasComplexityLevel,Low
20376_eefa9511,hasTopology,Sparse
20376_eefa9511,hasStructure,Asymmetric
22180_ce7c3bd8,hasMaterial,Steel
22180_ce7c3bd8,belongsToFamily,simple_rotor
22180_ce7c3bd8,hasComplexityLevel,Low
22180_ce7c3bd8,hasTopology,Sparse
22180_ce7c3bd8,hasStructure,Asymmetric
20421_49bd1188,hasMaterial,Generic
20421_49bd1188,belongsToFamily,medium_rotor
20421_49bd1188,hasComplexityLevel,Medium
20421_49bd1188,hasTopology,Moderate
20421_49bd1188,hasStructure,Asymmetric
20530_2246503a,hasMaterial,Steel
20530_2246503a,belongsToFamily,medium_rotor
20530_2246503a,hasComplexityLevel,Medium
20530_2246503a,hasTopology,Moderate
20530_2246503a,hasStructure,Asymmetric
20815_b3d9e6c9,hasMaterial,Steel
20815_b3d9e6c9,belongsToFamily,medium_rotor
20815_b3d9e6c9,hasComplexityLevel,Medium
20815_b3d9e6c9,hasTopology,Sparse
20815_b3d9e6c9,hasStructure,Asymmetric
21809_8bd6b10e,hasMaterial,Steel
21809_8bd6b10e,belongsToFamily,high_complexity_rotor
21809_8bd6b10e,hasComplexityLevel,High
21809_8bd6b10e,hasTopology,Dense
21809_8bd6b10e,hasStructure,Asymmetric
22210_649a5363,hasMaterial,Steel
22210_649a5363,belongsToFamily,simple_rotor
22210_649a5363,hasComplexityLevel,Low
22210_649a5363,hasTopology,Sparse
22210_649a5363,hasStructure,Asymmetric
23195_2629864e,hasMaterial,Steel
23195_2629864e,belongsToFamily,complex_assembly
23195_2629864e,hasComplexityLevel,High
23195_2629864e,hasTopology,Dense
23195_2629864e,hasStructure,Asymmetric
22827_f33929ec,hasMaterial,Steel
22827_f33929ec,belongsToFamily,high_complexity_rotor
22827_f33929ec,hasComplexityLevel,High
22827_f33929ec,hasTopology,Dense
22827_f33929ec,hasStructure,Asymmetric
20745_3e22ad07,hasMaterial,"Steel, Mild"
20745_3e22ad07,belongsToFamily,high_complexity_rotor
20745_3e22ad07,hasComplexityLevel,High
20745_3e22ad07,hasTopology,Dense
20745_3e22ad07,hasStructure,Symmetric
21779_b99623fc,hasMaterial,"Titanium, Steel"
21779_b99623fc,belongsToFamily,medium_rotor
21779_b99623fc,hasComplexityLevel,Medium
21779_b99623fc,hasTopology,Moderate
21779_b99623fc,hasStructure,Asymmetric
20212_5d1f2de1,hasMaterial,"Steel, Mild, Acetal Resin, Black, Brass"
20212_5d1f2de1,belongsToFamily,simple_rotor
20212_5d1f2de1,hasComplexityLevel,Low
20212_5d1f2de1,hasTopology,Sparse
20212_5d1f2de1,hasStructure,Asymmetric
21550_0b16151d,hasMaterial,Steel
21550_0b16151d,belongsToFamily,medium_rotor
21550_0b16151d,hasComplexityLevel,Medium
21550_0b16151d,hasTopology,Moderate
21550_0b16151d,hasStructure,Asymmetric
23209_1592b0a4,hasMaterial,Wood
23209_1592b0a4,belongsToFamily,simple_rotor
23209_1592b0a4,hasComplexityLevel,Low
23209_1592b0a4,hasTopology,Sparse
23209_1592b0a4,hasStructure,Asymmetric
22498_b8bdb105,hasMaterial,ABS Plastic
22498_b8bdb105,belongsToFamily,simple_rotor
22498_b8bdb105,hasComplexityLevel,Low
22498_b8bdb105,hasTopology,Sparse
22498_b8bdb105,hasStructure,Asymmetric
23380_abffc859,hasMaterial,Steel
23380_abffc859,belongsToFamily,medium_rotor
23380_abffc859,hasComplexityLevel,Medium
23380_abffc859,hasTopology,Moderate
23380_abffc859,hasStructure,Asymmetric
20389_c835706f,hasMaterial,Generic
20389_c835706f,belongsToFamily,medium_rotor
20389_c835706f,hasComplexityLevel,Medium
20389_c835706f,hasTopology,Moderate
20389_c835706f,hasStructure,Asymmetric
21429_6d2d3974,hasMaterial,"Steel, Rubber, Natural"
21429_6d2d3974,belongsToFamily,medium_rotor
21429_6d2d3974,hasComplexityLevel,Medium
21429_6d2d3974,hasTopology,Moderate
21429_6d2d3974,hasStructure,Asymmetric
21843_effbd24d,hasMaterial,Steel
21843_effbd24d,belongsToFamily,high_complexity_rotor
21843_effbd24d,hasComplexityLevel,High
21843_effbd24d,hasTopology,Dense
21843_effbd24d,hasStructure,Symmetric
23439_18900af2,hasMaterial,Steel
23439_18900af2,belongsToFamily,simple_rotor
23439_18900af2,hasComplexityLevel,Low
23439_18900af2,hasTopology,Sparse
23439_18900af2,hasStructure,Asymmetric
21737_87d83240,hasMaterial,Steel
21737_87d83240,belongsToFamily,medium_rotor
21737_87d83240,hasComplexityLevel,Medium
21737_87d83240,hasTopology,Sparse
21737_87d83240,hasStructure,Asymmetric
21496_f4025ad5,hasMaterial,Steel
21496_f4025ad5,belongsToFamily,medium_rotor
21496_f4025ad5,hasComplexityLevel,Medium
21496_f4025ad5,hasTopology,Moderate
21496_f4025ad5,hasStructure,Asymmetric
22053_de30641b,hasMaterial,Steel
22053_de30641b,belongsToFamily,simple_rotor
22053_de30641b,hasComplexityLevel,Low
22053_de30641b,hasTopology,Sparse
22053_de30641b,hasStructure,Asymmetric
22891_b8c84495,hasMaterial,Steel
22891_b8c84495,belongsToFamily,simple_rotor
22891_b8c84495,hasComplexityLevel,Low
22891_b8c84495,hasTopology,Sparse
22891_b8c84495,hasStructure,Asymmetric
21390_4d1e2d9c,hasMaterial,Steel
21390_4d1e2d9c,belongsToFamily,medium_rotor
21390_4d1e2d9c,hasComplexityLevel,Medium
21390_4d1e2d9c,hasTopology,Moderate
21390_4d1e2d9c,hasStructure,Asymmetric
22378_234fea2c,hasMaterial,Steel
22378_234fea2c,belongsToFamily,simple_rotor
22378_234fea2c,hasComplexityLevel,Low
22378_234fea2c,hasTopology,Sparse
22378_234fea2c,hasStructure,Asymmetric
22659_0e686e14,hasMaterial,Steel
22659_0e686e14,belongsToFamily,symmetric_rotor
22659_0e686e14,hasComplexityLevel,Medium
22659_0e686e14,hasTopology,Moderate
22659_0e686e14,hasStructure,Symmetric
22304_33009be6,hasMaterial,Steel
22304_33009be6,belongsToFamily,simple_rotor
22304_33009be6,hasComplexityLevel,Low
22304_33009be6,hasTopology,Sparse
22304_33009be6,hasStructure,Symmetric
20765_99d0665e,hasMaterial,Steel
20765_99d0665e,belongsToFamily,high_complexity_rotor
20765_99d0665e,hasComplexityLevel,High
20765_99d0665e,hasTopology,Dense
20765_99d0665e,hasStructure,Asymmetric
23422_f214bd4d,hasMaterial,"Wood, Steel, ABS Plastic"
23422_f214bd4d,belongsToFamily,complex_assembly
23422_f214bd4d,hasComplexityLevel,High
23422_f214bd4d,hasTopology,Dense
23422_f214bd4d,hasStructure,Asymmetric
23343_f000bdae,hasMaterial,"Steel, Glass, Cast, Clear"
23343_f000bdae,belongsToFamily,simple_rotor
23343_f000bdae,hasComplexityLevel,Low
23343_f000bdae,hasTopology,Sparse
23343_f000bdae,hasStructure,Asymmetric
23161_e7f63a9f,hasMaterial,Steel
23161_e7f63a9f,belongsToFamily,high_complexity_rotor
23161_e7f63a9f,hasComplexityLevel,High
23161_e7f63a9f,hasTopology,Moderate
23161_e7f63a9f,hasStructure,Asymmetric
22011_0832eefe,hasMaterial,"Steel, Iron, Cast"
22011_0832eefe,belongsToFamily,medium_rotor
22011_0832eefe,hasComplexityLevel,Medium
22011_0832eefe,hasTopology,Moderate
22011_0832eefe,hasStructure,Asymmetric
22214_b098105d,hasMaterial,Steel
22214_b098105d,belongsToFamily,simple_rotor
22214_b098105d,hasComplexityLevel,Low
22214_b098105d,hasTopology,Sparse
22214_b098105d,hasStructure,Asymmetric
22046_fe3bae6e,hasMaterial,"Wood, Steel, ABS Plastic"
22046_fe3bae6e,belongsToFamily,medium_rotor
22046_fe3bae6e,hasComplexityLevel,Medium
22046_fe3bae6e,hasTopology,Moderate
22046_fe3bae6e,hasStructure,Asymmetric
23204_ff1672a9,hasMaterial,Steel
23204_ff1672a9,belongsToFamily,complex_assembly
23204_ff1672a9,hasComplexityLevel,High
23204_ff1672a9,hasTopology,Dense
23204_ff1672a9,hasStructure,Asymmetric
