query_assembly,query_family,rank,retrieved_assembly,retrieved_family,similarity,correct
22218_2f85f6ae,topo_connected,4,21529_93e51dd9,topo_connected,0.999996,True
22218_2f85f6ae,topo_connected,5,23035_6087bb57,topo_connected,0.999994,True
22218_2f85f6ae,topo_connected,6,21695_1f33863f,topo_connected,0.999994,True
22218_2f85f6ae,topo_connected,7,20229_d1ae2ae3,topo_connected,0.999993,True
22218_2f85f6ae,topo_connected,8,23034_b38134ee,topo_connected,0.999993,True
22218_2f85f6ae,topo_connected,9,20520_7e357152,topo_isolated,0.999993,False
22218_2f85f6ae,topo_connected,10,23323_075a079e,topo_moderate,0.999993,False
21810_718ae2fe,topo_moderate,1,21990_7bb6efcf,topo_isolated,1.0,False
21810_718ae2fe,topo_moderate,2,20212_5d1f2de1,topo_moderate,0.999999,True
21810_718ae2fe,topo_moderate,3,20910_c64b5d1b,topo_minimal,0.999998,False
21810_718ae2fe,topo_moderate,4,20822_5bb36119,topo_isolated,0.999998,False
21810_718ae2fe,topo_moderate,5,20810_f6674f2d,topo_isolated,0.999998,False
21810_718ae2fe,topo_moderate,6,21761_fdb5f86d,topo_moderate,0.999998,True
21810_718ae2fe,topo_moderate,7,21825_ce32b0a0,topo_minimal,0.999998,False
21810_718ae2fe,topo_moderate,8,23103_43bde2a6,topo_minimal,0.999998,False
21810_718ae2fe,topo_moderate,9,21785_d595ced5,topo_minimal,0.999997,False
21810_718ae2fe,topo_moderate,10,22747_3f6faf4c,topo_connected,0.999997,False
20215_e2eb3082,topo_connected,1,23331_192866b6,topo_connected,0.999999,True
20215_e2eb3082,topo_connected,2,21008_a3fec63b,topo_connected,0.999998,True
20215_e2eb3082,topo_connected,3,23172_4ab01e83,topo_connected,0.999995,True
20215_e2eb3082,topo_connected,4,20688_955aae0c,topo_connected,0.999994,True
20215_e2eb3082,topo_connected,5,22002_315afcfc,topo_complex,0.999994,False
20215_e2eb3082,topo_connected,6,21837_b67d788c,topo_connected,0.999993,True
20215_e2eb3082,topo_connected,7,20440_27177360,topo_complex,0.999991,False
20215_e2eb3082,topo_connected,8,21513_50fb4d62,topo_connected,0.999989,True
20215_e2eb3082,topo_connected,9,21549_18160a0a,topo_moderate,0.999988,False
20215_e2eb3082,topo_connected,10,22434_2ad62ed6,topo_minimal,0.999985,False
22561_067b78ae,topo_moderate,1,23008_3d1bb7b2,topo_minimal,0.999999,False
22561_067b78ae,topo_moderate,2,22312_3f366a4a,topo_connected,0.999998,False
22561_067b78ae,topo_moderate,3,22710_77324fc2,topo_moderate,0.999998,True
22561_067b78ae,topo_moderate,4,23037_d0df320c,topo_minimal,0.999998,False
22561_067b78ae,topo_moderate,5,21271_ec7f62b8,topo_connected,0.999997,False
22561_067b78ae,topo_moderate,6,23127_38d73061,topo_complex,0.999996,False
22561_067b78ae,topo_moderate,7,23320_e0711ae9,topo_connected,0.999996,False
22561_067b78ae,topo_moderate,8,22059_b7d76712,topo_connected,0.999994,False
22561_067b78ae,topo_moderate,9,21566_ff590631,topo_moderate,0.999986,True
22561_067b78ae,topo_moderate,10,20925_dc64a33a,topo_moderate,0.999986,True
21421_fb12b69b,topo_complex,1,22079_31335df2,topo_connected,0.99978,False
21421_fb12b69b,topo_complex,2,21244_24c3ce72,topo_complex,0.999527,True
21421_fb12b69b,topo_complex,3,22483_f4e4b62a,topo_complex,0.999338,True
21421_fb12b69b,topo_complex,4,21244_d67bbabc,topo_complex,0.99907,True
21421_fb12b69b,topo_complex,5,21582_a3d32115,topo_moderate,0.998461,False
21421_fb12b69b,topo_complex,6,23310_7daded69,topo_complex,0.998308,True
21421_fb12b69b,topo_complex,7,23422_f214bd4d,topo_complex,0.997724,True
21421_fb12b69b,topo_complex,8,20533_0a3e112b,topo_connected,0.997586,False
21421_fb12b69b,topo_complex,9,22430_c6f08b03,topo_complex,0.997478,True
21421_fb12b69b,topo_complex,10,21450_ea24ffcc,topo_connected,0.997416,False
22082_39503fa6,topo_complex,1,22376_3ebc82a2,topo_complex,0.999998,True
22082_39503fa6,topo_complex,2,20421_38b63ca5,topo_complex,0.999998,True
22082_39503fa6,topo_complex,3,22266_078a1f68,topo_complex,0.999976,True
22082_39503fa6,topo_complex,4,20858_15bdad00,topo_complex,0.999975,True
22082_39503fa6,topo_complex,5,21539_cfe1f7fd,topo_connected,0.999946,False
22082_39503fa6,topo_complex,6,20389_c835706f,topo_moderate,0.999942,False
22082_39503fa6,topo_complex,7,21621_711e1918,topo_complex,0.999939,True
22082_39503fa6,topo_complex,8,22980_3cb3bcc8,topo_complex,0.999938,True
22082_39503fa6,topo_complex,9,22534_e899f645,topo_complex,0.999929,True
22082_39503fa6,topo_complex,10,21601_360ce1c7,topo_connected,0.999918,False
23308_245d257c,topo_moderate,1,20609_69f28932,topo_moderate,0.999999,True
23308_245d257c,topo_moderate,2,21497_9833a679,topo_moderate,0.999999,True
23308_245d257c,topo_moderate,3,21292_f94bd96b,topo_connected,0.999998,False
23308_245d257c,topo_moderate,4,22092_897b0ffa,topo_moderate,0.999997,True
23308_245d257c,topo_moderate,5,23102_211ad1db,topo_isolated,0.999997,False
23308_245d257c,topo_moderate,6,21478_8fbd4409,topo_moderate,0.999995,True
23308_245d257c,topo_moderate,7,20789_1809f41f,topo_moderate,0.999995,True
23308_245d257c,topo_moderate,8,23374_57cca189,topo_connected,0.999995,False
23308_245d257c,topo_moderate,9,20229_d1ae2ae3,topo_connected,0.999994,False
23308_245d257c,topo_moderate,10,21467_67965037,topo_complex,0.999993,False
22844_9b75b8e0,topo_moderate,1,20671_33532794,topo_minimal,1.0,False
22844_9b75b8e0,topo_moderate,2,20193_2da4f0a0,topo_minimal,1.0,False
22844_9b75b8e0,topo_moderate,3,20814_5a2be0fb,topo_minimal,1.0,False
22844_9b75b8e0,topo_moderate,4,21630_316322ff,topo_isolated,1.0,False
22844_9b75b8e0,topo_moderate,5,21062_c4ed6d45,topo_minimal,1.0,False
22844_9b75b8e0,topo_moderate,6,20934_fe7fbd78,topo_isolated,1.0,False
22844_9b75b8e0,topo_moderate,7,21806_616e985a,topo_isolated,1.0,False
22844_9b75b8e0,topo_moderate,8,20838_86c931be,topo_minimal,1.0,False
22844_9b75b8e0,topo_moderate,9,22075_12b129d5,topo_isolated,1.0,False
22844_9b75b8e0,topo_moderate,10,20951_2918f2fa,topo_moderate,1.0,True
20408_b4fda9eb,topo_moderate,1,20817_ef63b1a7,topo_minimal,0.999998,False
20408_b4fda9eb,topo_moderate,2,20815_b3d9e6c9,topo_minimal,0.999996,False
20408_b4fda9eb,topo_moderate,3,23363_60e39812,topo_complex,0.999994,False
20408_b4fda9eb,topo_moderate,4,22134_5e72e871,topo_complex,0.999994,False
20408_b4fda9eb,topo_moderate,5,20554_abcb705e,topo_moderate,0.999993,True
20408_b4fda9eb,topo_moderate,6,21202_e452c491,topo_isolated,0.999992,False
20408_b4fda9eb,topo_moderate,7,22218_2f85f6ae,topo_connected,0.999992,False
20408_b4fda9eb,topo_moderate,8,20431_0088a0dd,topo_moderate,0.999991,True
20408_b4fda9eb,topo_moderate,9,22092_897b0ffa,topo_moderate,0.999991,True
20408_b4fda9eb,topo_moderate,10,21695_1f33863f,topo_connected,0.99999,False
21326_ab4d6c43,topo_moderate,1,22224_1e749c32,topo_moderate,0.999999,True
21326_ab4d6c43,topo_moderate,2,22062_2d6b3b72,topo_minimal,0.999998,False
21326_ab4d6c43,topo_moderate,3,23435_e1c96b4d,topo_moderate,0.999998,True
21326_ab4d6c43,topo_moderate,4,22061_b50b6b66,topo_isolated,0.999998,False
21326_ab4d6c43,topo_moderate,5,21353_4686c90c,topo_minimal,0.999997,False
21326_ab4d6c43,topo_moderate,6,23366_cc0bc28e,topo_minimal,0.999997,False
21326_ab4d6c43,topo_moderate,7,23211_3aac9c7e,topo_connected,0.999996,False
21326_ab4d6c43,topo_moderate,8,22074_c0265b0d,topo_moderate,0.999995,True
21326_ab4d6c43,topo_moderate,9,21424_9d516e3a,topo_minimal,0.999994,False
21326_ab4d6c43,topo_moderate,10,23238_3c864758,topo_moderate,0.999994,True
22211_b1ee53f0,topo_connected,1,22306_c3dca308,topo_complex,0.999949,False
22211_b1ee53f0,topo_connected,2,21839_a8eb6d34,topo_isolated,0.999932,False
22211_b1ee53f0,topo_connected,3,20959_d4905d19,topo_complex,0.99993,False
22211_b1ee53f0,topo_connected,4,19051_26735260,topo_connected,0.999926,True
22211_b1ee53f0,topo_connected,5,21977_ce9f4e71,topo_moderate,0.999854,False
22211_b1ee53f0,topo_connected,6,22193_c8773ded,topo_connected,0.999817,True
22211_b1ee53f0,topo_connected,7,22298_51433023,topo_connected,0.99981,True
22211_b1ee53f0,topo_connected,8,23377_690165aa,topo_connected,0.99979,True
22211_b1ee53f0,topo_connected,9,21134_7aa7cd89,topo_complex,0.999769,False
22211_b1ee53f0,topo_connected,10,21809_8bd6b10e,topo_complex,0.999679,False
23211_3aac9c7e,topo_connected,1,22073_951645ae,topo_connected,0.999998,True
23211_3aac9c7e,topo_connected,2,23194_b675acc0,topo_connected,0.999997,True
23211_3aac9c7e,topo_connected,3,21353_4686c90c,topo_minimal,0.999997,False
23211_3aac9c7e,topo_connected,4,23435_e1c96b4d,topo_moderate,0.999996,False
23211_3aac9c7e,topo_connected,5,21326_ab4d6c43,topo_moderate,0.999996,False
23211_3aac9c7e,topo_connected,6,22062_2d6b3b72,topo_minimal,0.999995,False
23211_3aac9c7e,topo_connected,7,22224_1e749c32,topo_moderate,0.999994,False
23211_3aac9c7e,topo_connected,8,23209_1592b0a4,topo_moderate,0.999993,False
23211_3aac9c7e,topo_connected,9,23219_40625e2c,topo_moderate,0.999992,False
23211_3aac9c7e,topo_connected,10,22825_f4c18d65,topo_moderate,0.999992,False
20676_9715ec9c,topo_minimal,1,21594_428d32af,topo_isolated,0.999998,False
20676_9715ec9c,topo_minimal,2,21202_e452c491,topo_isolated,0.999997,False
20676_9715ec9c,topo_minimal,3,22134_5e72e871,topo_complex,0.999997,False
20676_9715ec9c,topo_minimal,4,22680_1f4026f6,topo_moderate,0.999997,False
20676_9715ec9c,topo_minimal,5,20329_414757bb,topo_connected,0.999996,False
20676_9715ec9c,topo_minimal,6,21358_a69a36f3,topo_moderate,0.999996,False
20676_9715ec9c,topo_minimal,7,20520_7e357152,topo_isolated,0.999994,False
20676_9715ec9c,topo_minimal,8,23035_6087bb57,topo_connected,0.99999,False
20676_9715ec9c,topo_minimal,9,23434_6635ed57,topo_connected,0.99999,False
20676_9715ec9c,topo_minimal,10,20431_0088a0dd,topo_moderate,0.999989,False
20220_3de82b2a,topo_isolated,1,23199_75dc1efd,topo_minimal,0.999999,False
20220_3de82b2a,topo_isolated,2,22261_6efe61e3,topo_minimal,0.999999,False
20220_3de82b2a,topo_isolated,3,20340_86125547,topo_minimal,0.999999,False
20220_3de82b2a,topo_isolated,4,19518_f220b68a,topo_isolated,0.999999,True
20220_3de82b2a,topo_isolated,5,22178_976d2411,topo_minimal,0.999999,False
20220_3de82b2a,topo_isolated,6,20409_dafedec6,topo_isolated,0.999998,True
20220_3de82b2a,topo_isolated,7,20342_c140780b,topo_isolated,0.999998,True
20220_3de82b2a,topo_isolated,8,20429_9dd95c38,topo_isolated,0.999998,True
20220_3de82b2a,topo_isolated,9,20392_8b23d193,topo_minimal,0.999998,False
20220_3de82b2a,topo_isolated,10,20451_84d8b290,topo_minimal,0.999998,False
22776_facf9bcf,topo_complex,1,22778_7d85debd,topo_complex,0.999998,True
22776_facf9bcf,topo_complex,2,23473_1dfa6e40,topo_complex,0.999995,True
22776_facf9bcf,topo_complex,3,22987_37973191,topo_complex,0.999995,True
22776_facf9bcf,topo_complex,4,22126_e1cca10f,topo_connected,0.999992,False
22776_facf9bcf,topo_complex,5,23373_f5dac851,topo_complex,0.99999,True
22776_facf9bcf,topo_complex,6,23028_2ca87745,topo_connected,0.99999,False
22776_facf9bcf,topo_complex,7,22832_731d3b9f,topo_complex,0.999989,True
22776_facf9bcf,topo_complex,8,22323_aa6edb8b,topo_complex,0.999988,True
22776_facf9bcf,topo_complex,9,21503_34f299ca,topo_connected,0.999987,False
22776_facf9bcf,topo_complex,10,23413_6702ec7f,topo_minimal,0.999985,False
21837_b67d788c,topo_connected,1,23172_4ab01e83,topo_connected,0.999997,True
21837_b67d788c,topo_connected,2,20215_e2eb3082,topo_connected,0.999993,True
21837_b67d788c,topo_connected,3,21513_50fb4d62,topo_connected,0.999991,True
21837_b67d788c,topo_connected,4,23037_d0df320c,topo_minimal,0.999991,False
21837_b67d788c,topo_connected,5,22312_3f366a4a,topo_connected,0.99999,True
21837_b67d788c,topo_connected,6,23331_192866b6,topo_connected,0.999989,True
21837_b67d788c,topo_connected,7,21248_0a862e3e,topo_minimal,0.999989,False
21837_b67d788c,topo_connected,8,21008_a3fec63b,topo_connected,0.999988,True
21837_b67d788c,topo_connected,9,23008_3d1bb7b2,topo_minimal,0.999987,False
21837_b67d788c,topo_connected,10,22059_b7d76712,topo_connected,0.999985,True
20668_b2f2633e,topo_complex,1,21093_1bda9bbe,topo_isolated,0.999916,False
20668_b2f2633e,topo_complex,2,22787_49022c32,topo_complex,0.999706,True
20668_b2f2633e,topo_complex,3,23048_8a1a5553,topo_complex,0.99967,True
20668_b2f2633e,topo_complex,4,21739_57582b8f,topo_connected,0.999605,False
20668_b2f2633e,topo_complex,5,20636_ca9eb29a,topo_connected,0.99953,False
20668_b2f2633e,topo_complex,6,22764_b884dce6,topo_moderate,0.999396,False
20668_b2f2633e,topo_complex,7,20430_975b8dcf,topo_moderate,0.999343,False
20668_b2f2633e,topo_complex,8,22405_20f11d58,topo_isolated,0.999336,False
20668_b2f2633e,topo_complex,9,22193_c8773ded,topo_connected,0.999257,False
20668_b2f2633e,topo_complex,10,22402_a62e84b4,topo_isolated,0.999191,False
21459_a9de5e5b,topo_isolated,1,22026_62afa265,topo_minimal,1.0,False
21459_a9de5e5b,topo_isolated,2,20838_86c931be,topo_minimal,1.0,False
21459_a9de5e5b,topo_isolated,3,20951_2918f2fa,topo_moderate,1.0,False
21459_a9de5e5b,topo_isolated,4,21495_ebbbd369,topo_moderate,1.0,False
21459_a9de5e5b,topo_isolated,5,20193_2da4f0a0,topo_minimal,1.0,False
21459_a9de5e5b,topo_isolated,6,20478_c02790cb,topo_minimal,1.0,False
21459_a9de5e5b,topo_isolated,7,22472_f65d3470,topo_isolated,1.0,True
21459_a9de5e5b,topo_isolated,8,22075_12b129d5,topo_isolated,0.999999,True
21459_a9de5e5b,topo_isolated,9,21062_c4ed6d45,topo_minimal,0.999999,False
21459_a9de5e5b,topo_isolated,10,22844_9b75b8e0,topo_moderate,0.999999,False
21386_e234c6b6,topo_moderate,1,22638_37f9fe91,topo_connected,0.999998,False
21386_e234c6b6,topo_moderate,2,21840_6847d36c,topo_isolated,0.999997,False
21386_e234c6b6,topo_moderate,3,21133_f9a1614e,topo_minimal,0.999996,False
21386_e234c6b6,topo_moderate,4,22311_553b3456,topo_complex,0.999995,False
21386_e234c6b6,topo_moderate,5,21831_54ca67d1,topo_minimal,0.999995,False
21386_e234c6b6,topo_moderate,6,20421_49bd1188,topo_connected,0.999995,False
21386_e234c6b6,topo_moderate,7,22040_6461a147,topo_connected,0.99999,False
21386_e234c6b6,topo_moderate,8,21858_f1409ea2,topo_complex,0.999986,False
21386_e234c6b6,topo_moderate,9,22216_4b032400,topo_minimal,0.999985,False
21386_e234c6b6,topo_moderate,10,21974_1997ebc3,topo_moderate,0.999983,True
22474_b10fea1a,topo_complex,1,23044_9a964a68,topo_complex,0.999988,True
22474_b10fea1a,topo_complex,2,21626_b34008e6,topo_connected,0.999986,False
22474_b10fea1a,topo_complex,3,23475_b14d1dc8,topo_connected,0.99998,False
22474_b10fea1a,topo_complex,4,21745_56cbe841,topo_complex,0.999965,True
22474_b10fea1a,topo_complex,5,21816_3891a442,topo_complex,0.99995,True
22474_b10fea1a,topo_complex,6,23480_3f7a8d50,topo_minimal,0.999932,False
