query_assembly,query_family,rank,retrieved_assembly,retrieved_family,similarity,correct
22218_2f85f6ae,topo_connected,4,23323_075a079e,topo_moderate,0.999994,False
22218_2f85f6ae,topo_connected,5,20815_b3d9e6c9,topo_minimal,0.999991,False
22218_2f85f6ae,topo_connected,6,20504_c9e14c9d,topo_connected,0.99998,True
22218_2f85f6ae,topo_connected,7,20157_db99ab88,topo_moderate,0.999978,False
22218_2f85f6ae,topo_connected,8,20414_a33bd0d7,topo_moderate,0.999961,False
22218_2f85f6ae,topo_connected,9,22681_124bf3a9,topo_moderate,0.999954,False
22218_2f85f6ae,topo_connected,10,23152_6f2706c9,topo_moderate,0.99995,False
21810_718ae2fe,topo_moderate,1,21990_7bb6efcf,topo_isolated,1.0,False
21810_718ae2fe,topo_moderate,2,20822_5bb36119,topo_isolated,0.999999,False
21810_718ae2fe,topo_moderate,3,21825_ce32b0a0,topo_minimal,0.999998,False
21810_718ae2fe,topo_moderate,4,23103_43bde2a6,topo_minimal,0.999998,False
21810_718ae2fe,topo_moderate,5,22367_b4a67e61,topo_minimal,0.999995,False
21810_718ae2fe,topo_moderate,6,22236_db209dff,topo_minimal,0.999994,False
21810_718ae2fe,topo_moderate,7,22047_5a090f16,topo_isolated,0.999993,False
21810_718ae2fe,topo_moderate,8,21564_fa5b2db7,topo_isolated,0.999993,False
21810_718ae2fe,topo_moderate,9,22140_9cda24cc,topo_minimal,0.999991,False
21810_718ae2fe,topo_moderate,10,20731_fbdc7731,topo_moderate,0.999991,True
20215_e2eb3082,topo_connected,1,23331_192866b6,topo_connected,0.999999,True
20215_e2eb3082,topo_connected,2,21008_a3fec63b,topo_connected,0.999998,True
20215_e2eb3082,topo_connected,3,23172_4ab01e83,topo_connected,0.999995,True
20215_e2eb3082,topo_connected,4,20688_955aae0c,topo_connected,0.999994,True
20215_e2eb3082,topo_connected,5,22002_315afcfc,topo_complex,0.999994,False
20215_e2eb3082,topo_connected,6,21837_b67d788c,topo_connected,0.999994,True
20215_e2eb3082,topo_connected,7,21513_50fb4d62,topo_connected,0.99999,True
20215_e2eb3082,topo_connected,8,21549_18160a0a,topo_moderate,0.999989,False
20215_e2eb3082,topo_connected,9,21794_4d137e7d,topo_isolated,0.999987,False
20215_e2eb3082,topo_connected,10,22586_ff3651b2,topo_moderate,0.999983,False
22561_067b78ae,topo_moderate,1,20225_4ce6d59b,topo_isolated,0.999927,False
22561_067b78ae,topo_moderate,2,21467_67965037,topo_complex,0.999791,False
22561_067b78ae,topo_moderate,3,21603_98a15295,topo_minimal,0.999539,False
22561_067b78ae,topo_moderate,4,22050_e8702dd4,topo_connected,0.999377,False
22561_067b78ae,topo_moderate,5,22312_3f366a4a,topo_connected,0.974998,False
22561_067b78ae,topo_moderate,6,23037_d0df320c,topo_minimal,0.974998,False
22561_067b78ae,topo_moderate,7,21271_ec7f62b8,topo_connected,0.974998,False
22561_067b78ae,topo_moderate,8,23127_38d73061,topo_complex,0.974997,False
22561_067b78ae,topo_moderate,9,23320_e0711ae9,topo_connected,0.974997,False
22561_067b78ae,topo_moderate,10,23170_6ea8ded5,topo_moderate,0.974986,True
21421_fb12b69b,topo_complex,1,22079_31335df2,topo_connected,0.999802,False
21421_fb12b69b,topo_complex,2,21244_24c3ce72,topo_complex,0.999575,True
21421_fb12b69b,topo_complex,3,22483_f4e4b62a,topo_complex,0.999404,True
21421_fb12b69b,topo_complex,4,21244_d67bbabc,topo_complex,0.999163,True
21421_fb12b69b,topo_complex,5,21582_a3d32115,topo_moderate,0.998614,False
21421_fb12b69b,topo_complex,6,23422_f214bd4d,topo_complex,0.997952,True
21421_fb12b69b,topo_complex,7,20533_0a3e112b,topo_connected,0.997828,False
21421_fb12b69b,topo_complex,8,22430_c6f08b03,topo_complex,0.99773,True
21421_fb12b69b,topo_complex,9,21450_ea24ffcc,topo_connected,0.997674,False
21421_fb12b69b,topo_complex,10,20351_dc6e4e1e,topo_connected,0.99595,False
22082_39503fa6,topo_complex,1,22376_3ebc82a2,topo_complex,0.999999,True
22082_39503fa6,topo_complex,2,20858_15bdad00,topo_complex,0.999977,True
22082_39503fa6,topo_complex,3,21539_cfe1f7fd,topo_connected,0.999951,False
22082_39503fa6,topo_complex,4,21621_711e1918,topo_complex,0.999945,True
22082_39503fa6,topo_complex,5,22980_3cb3bcc8,topo_complex,0.999944,True
22082_39503fa6,topo_complex,6,22534_e899f645,topo_complex,0.999936,True
22082_39503fa6,topo_complex,7,21601_360ce1c7,topo_connected,0.999927,False
22082_39503fa6,topo_complex,8,19810_f77c5501,topo_complex,0.999926,True
22082_39503fa6,topo_complex,9,21429_6d2d3974,topo_complex,0.99991,True
22082_39503fa6,topo_complex,10,22035_101c7ab4,topo_connected,0.999867,False
23308_245d257c,topo_moderate,1,22092_897b0ffa,topo_moderate,0.999997,True
23308_245d257c,topo_moderate,2,20229_d1ae2ae3,topo_connected,0.999994,False
23308_245d257c,topo_moderate,3,23434_6635ed57,topo_connected,0.999993,False
23308_245d257c,topo_moderate,4,21529_93e51dd9,topo_connected,0.999992,False
23308_245d257c,topo_moderate,5,23372_4cb88567,topo_isolated,0.999992,False
23308_245d257c,topo_moderate,6,20511_e1b972aa,topo_moderate,0.999991,True
23308_245d257c,topo_moderate,7,22577_cd96733e,topo_moderate,0.999991,True
23308_245d257c,topo_moderate,8,23363_60e39812,topo_complex,0.999991,False
23308_245d257c,topo_moderate,9,21817_945cd3c9,topo_connected,0.99999,False
23308_245d257c,topo_moderate,10,21912_3f74887c,topo_connected,0.99999,False
22844_9b75b8e0,topo_moderate,1,20193_2da4f0a0,topo_minimal,1.0,False
22844_9b75b8e0,topo_moderate,2,21630_316322ff,topo_isolated,1.0,False
22844_9b75b8e0,topo_moderate,3,21062_c4ed6d45,topo_minimal,1.0,False
22844_9b75b8e0,topo_moderate,4,20934_fe7fbd78,topo_isolated,1.0,False
22844_9b75b8e0,topo_moderate,5,21806_616e985a,topo_isolated,1.0,False
22844_9b75b8e0,topo_moderate,6,22075_12b129d5,topo_isolated,1.0,False
22844_9b75b8e0,topo_moderate,7,20951_2918f2fa,topo_moderate,1.0,True
22844_9b75b8e0,topo_moderate,8,22133_465d7a91,topo_isolated,1.0,False
22844_9b75b8e0,topo_moderate,9,21495_ebbbd369,topo_moderate,1.0,True
22844_9b75b8e0,topo_moderate,10,21459_a9de5e5b,topo_isolated,0.999999,False
20408_b4fda9eb,topo_moderate,1,23363_60e39812,topo_complex,0.999995,False
20408_b4fda9eb,topo_moderate,2,22134_5e72e871,topo_complex,0.999994,False
20408_b4fda9eb,topo_moderate,3,20554_abcb705e,topo_moderate,0.999994,True
20408_b4fda9eb,topo_moderate,4,21202_e452c491,topo_isolated,0.999993,False
20408_b4fda9eb,topo_moderate,5,20431_0088a0dd,topo_moderate,0.999992,True
20408_b4fda9eb,topo_moderate,6,22092_897b0ffa,topo_moderate,0.999992,True
20408_b4fda9eb,topo_moderate,7,20511_e1b972aa,topo_moderate,0.999991,True
20408_b4fda9eb,topo_moderate,8,20229_d1ae2ae3,topo_connected,0.99999,False
20408_b4fda9eb,topo_moderate,9,21358_a69a36f3,topo_moderate,0.99999,True
20408_b4fda9eb,topo_moderate,10,21529_93e51dd9,topo_connected,0.999988,False
21326_ab4d6c43,topo_moderate,1,23435_e1c96b4d,topo_moderate,0.999998,True
21326_ab4d6c43,topo_moderate,2,21353_4686c90c,topo_minimal,0.999998,False
21326_ab4d6c43,topo_moderate,3,22064_e1ba20dd,topo_moderate,0.999994,True
21326_ab4d6c43,topo_moderate,4,23158_c7e753c2,topo_moderate,0.999992,True
21326_ab4d6c43,topo_moderate,5,22073_951645ae,topo_connected,0.999992,False
21326_ab4d6c43,topo_moderate,6,23369_447545f6,topo_moderate,0.99999,True
21326_ab4d6c43,topo_moderate,7,23387_c4aa9424,topo_minimal,0.999988,False
21326_ab4d6c43,topo_moderate,8,20495_e8e7e80c,topo_moderate,0.999988,True
21326_ab4d6c43,topo_moderate,9,23339_87a4d11f,topo_isolated,0.999987,False
21326_ab4d6c43,topo_moderate,10,23342_7193a931,topo_moderate,0.999987,True
22211_b1ee53f0,topo_connected,1,22306_c3dca308,topo_complex,0.999954,False
22211_b1ee53f0,topo_connected,2,21839_a8eb6d34,topo_isolated,0.999939,False
22211_b1ee53f0,topo_connected,3,20959_d4905d19,topo_complex,0.999937,False
22211_b1ee53f0,topo_connected,4,21977_ce9f4e71,topo_moderate,0.999868,False
22211_b1ee53f0,topo_connected,5,23377_690165aa,topo_connected,0.999811,True
22211_b1ee53f0,topo_connected,6,21134_7aa7cd89,topo_complex,0.999792,False
22211_b1ee53f0,topo_connected,7,21722_68aeba65,topo_complex,0.999661,False
22211_b1ee53f0,topo_connected,8,21300_ec7da33e,topo_connected,0.999417,True
22211_b1ee53f0,topo_connected,9,22278_12f1fb79,topo_minimal,0.998724,False
22211_b1ee53f0,topo_connected,10,21182_a480d230,topo_connected,0.998583,True
23211_3aac9c7e,topo_connected,1,23209_1592b0a4,topo_moderate,0.999994,False
23211_3aac9c7e,topo_connected,2,23219_40625e2c,topo_moderate,0.999993,False
23211_3aac9c7e,topo_connected,3,23236_d5867507,topo_connected,0.999991,True
23211_3aac9c7e,topo_connected,4,23210_f535bfd2,topo_moderate,0.999987,False
23211_3aac9c7e,topo_connected,5,23218_02d26ab4,topo_moderate,0.999972,False
23211_3aac9c7e,topo_connected,6,23244_34b5f55e,topo_connected,0.999969,True
23211_3aac9c7e,topo_connected,7,22073_951645ae,topo_connected,0.974998,True
23211_3aac9c7e,topo_connected,8,23194_b675acc0,topo_connected,0.974997,True
23211_3aac9c7e,topo_connected,9,21353_4686c90c,topo_minimal,0.974997,False
23211_3aac9c7e,topo_connected,10,23435_e1c96b4d,topo_moderate,0.974997,False
20676_9715ec9c,topo_minimal,1,23318_65e3a7c9,topo_minimal,0.999964,True
20676_9715ec9c,topo_minimal,2,22197_94c66357,topo_moderate,0.999209,False
20676_9715ec9c,topo_minimal,3,22196_e5bf8c9d,topo_connected,0.998757,False
20676_9715ec9c,topo_minimal,4,22197_66c5655e,topo_connected,0.998695,False
20676_9715ec9c,topo_minimal,5,22196_0deb2e34,topo_connected,0.998526,False
20676_9715ec9c,topo_minimal,6,23414_f7d4a688,topo_isolated,0.991472,False
20676_9715ec9c,topo_minimal,7,21594_428d32af,topo_isolated,0.974998,False
20676_9715ec9c,topo_minimal,8,21202_e452c491,topo_isolated,0.974998,False
20676_9715ec9c,topo_minimal,9,22134_5e72e871,topo_complex,0.974998,False
20676_9715ec9c,topo_minimal,10,22680_1f4026f6,topo_moderate,0.974997,False
20220_3de82b2a,topo_isolated,1,23199_75dc1efd,topo_minimal,0.999999,False
20220_3de82b2a,topo_isolated,2,22178_976d2411,topo_minimal,0.999999,False
20220_3de82b2a,topo_isolated,3,20342_c140780b,topo_isolated,0.999999,True
20220_3de82b2a,topo_isolated,4,20392_8b23d193,topo_minimal,0.999999,False
20220_3de82b2a,topo_isolated,5,20994_9c88b1ba,topo_minimal,0.999998,False
20220_3de82b2a,topo_isolated,6,22862_f5406bb0,topo_isolated,0.999998,True
20220_3de82b2a,topo_isolated,7,20241_8c0d3f83,topo_isolated,0.999998,True
20220_3de82b2a,topo_isolated,8,20241_ccb70dc8,topo_isolated,0.999998,True
20220_3de82b2a,topo_isolated,9,22839_113f2990,topo_minimal,0.999998,False
20220_3de82b2a,topo_isolated,10,23006_92c5b990,topo_moderate,0.999998,False
22776_facf9bcf,topo_complex,1,22778_7d85debd,topo_complex,0.999998,True
22776_facf9bcf,topo_complex,2,23473_1dfa6e40,topo_complex,0.999996,True
22776_facf9bcf,topo_complex,3,22987_37973191,topo_complex,0.999995,True
22776_facf9bcf,topo_complex,4,22126_e1cca10f,topo_connected,0.999993,False
22776_facf9bcf,topo_complex,5,23373_f5dac851,topo_complex,0.999991,True
22776_facf9bcf,topo_complex,6,23028_2ca87745,topo_connected,0.999991,False
22776_facf9bcf,topo_complex,7,22832_731d3b9f,topo_complex,0.99999,True
22776_facf9bcf,topo_complex,8,22323_aa6edb8b,topo_complex,0.999989,True
22776_facf9bcf,topo_complex,9,21503_34f299ca,topo_connected,0.999988,False
22776_facf9bcf,topo_complex,10,23413_6702ec7f,topo_minimal,0.999987,False
21837_b67d788c,topo_connected,1,23172_4ab01e83,topo_connected,0.999997,True
21837_b67d788c,topo_connected,2,20215_e2eb3082,topo_connected,0.999994,True
21837_b67d788c,topo_connected,3,21513_50fb4d62,topo_connected,0.999992,True
21837_b67d788c,topo_connected,4,23331_192866b6,topo_connected,0.99999,True
21837_b67d788c,topo_connected,5,21008_a3fec63b,topo_connected,0.99999,True
21837_b67d788c,topo_connected,6,23008_3d1bb7b2,topo_minimal,0.999988,False
21837_b67d788c,topo_connected,7,22059_b7d76712,topo_connected,0.999987,True
21837_b67d788c,topo_connected,8,23036_7f9d143f,topo_connected,0.999983,True
21837_b67d788c,topo_connected,9,20387_0d507234,topo_isolated,0.999982,False
21837_b67d788c,topo_connected,10,22586_ff3651b2,topo_moderate,0.99998,False
20668_b2f2633e,topo_complex,1,21093_1bda9bbe,topo_isolated,0.999924,False
20668_b2f2633e,topo_complex,2,22787_49022c32,topo_complex,0.999735,True
20668_b2f2633e,topo_complex,3,23048_8a1a5553,topo_complex,0.999703,True
20668_b2f2633e,topo_complex,4,20636_ca9eb29a,topo_connected,0.999577,False
20668_b2f2633e,topo_complex,5,20430_975b8dcf,topo_moderate,0.999409,False
20668_b2f2633e,topo_complex,6,22405_20f11d58,topo_isolated,0.999402,False
20668_b2f2633e,topo_complex,7,22193_c8773ded,topo_connected,0.999332,False
20668_b2f2633e,topo_complex,8,22402_a62e84b4,topo_isolated,0.999272,False
20668_b2f2633e,topo_complex,9,22298_51433023,topo_connected,0.999251,False
20668_b2f2633e,topo_complex,10,19051_26735260,topo_connected,0.999237,False
21459_a9de5e5b,topo_isolated,1,20951_2918f2fa,topo_moderate,1.0,False
21459_a9de5e5b,topo_isolated,2,21495_ebbbd369,topo_moderate,1.0,False
21459_a9de5e5b,topo_isolated,3,20193_2da4f0a0,topo_minimal,1.0,False
21459_a9de5e5b,topo_isolated,4,20478_c02790cb,topo_minimal,1.0,False
21459_a9de5e5b,topo_isolated,5,22472_f65d3470,topo_isolated,1.0,True
21459_a9de5e5b,topo_isolated,6,22075_12b129d5,topo_isolated,0.999999,True
21459_a9de5e5b,topo_isolated,7,21062_c4ed6d45,topo_minimal,0.999999,False
21459_a9de5e5b,topo_isolated,8,22844_9b75b8e0,topo_moderate,0.999999,False
21459_a9de5e5b,topo_isolated,9,23163_7b143a6f,topo_moderate,0.999999,False
21459_a9de5e5b,topo_isolated,10,21806_616e985a,topo_isolated,0.999999,True
21386_e234c6b6,topo_moderate,1,22638_37f9fe91,topo_connected,0.999999,False
21386_e234c6b6,topo_moderate,2,21840_6847d36c,topo_isolated,0.999997,False
21386_e234c6b6,topo_moderate,3,21133_f9a1614e,topo_minimal,0.999996,False
21386_e234c6b6,topo_moderate,4,22311_553b3456,topo_complex,0.999996,False
21386_e234c6b6,topo_moderate,5,21831_54ca67d1,topo_minimal,0.999996,False
21386_e234c6b6,topo_moderate,6,22216_4b032400,topo_minimal,0.999986,False
21386_e234c6b6,topo_moderate,7,7780_6c885e81,topo_complex,0.999983,False
21386_e234c6b6,topo_moderate,8,22812_cf865ed1,topo_moderate,0.999981,True
21386_e234c6b6,topo_moderate,9,22659_0e686e14,topo_moderate,0.999981,True
21386_e234c6b6,topo_moderate,10,21958_e48ddf4e,topo_isolated,0.999971,False
22474_b10fea1a,topo_complex,1,23044_9a964a68,topo_complex,0.999989,True
22474_b10fea1a,topo_complex,2,21626_b34008e6,topo_connected,0.999987,False
22474_b10fea1a,topo_complex,3,23475_b14d1dc8,topo_connected,0.999982,False
22474_b10fea1a,topo_complex,4,21745_56cbe841,topo_complex,0.999968,True
22474_b10fea1a,topo_complex,5,21816_3891a442,topo_complex,0.999955,True
