query_assembly,query_family,rank,retrieved_assembly,retrieved_family,similarity,correct
21265_7329c813,simple_rotor,10,21274_2fb8c3f5,simple_rotor,1.0,True
22832_731d3b9f,medium_rotor,1,22680_1f4026f6,medium_rotor,1.0,True
22832_731d3b9f,medium_rotor,2,22372_e91792a1,medium_rotor,1.0,True
22832_731d3b9f,medium_rotor,3,23376_9b48819a,high_complexity_rotor,0.999962,False
22832_731d3b9f,medium_rotor,4,23331_192866b6,medium_rotor,0.999896,True
22832_731d3b9f,medium_rotor,5,23204_ff1672a9,complex_assembly,0.999653,False
22832_731d3b9f,medium_rotor,6,22987_37973191,medium_rotor,0.999131,True
22832_731d3b9f,medium_rotor,7,20668_b2f2633e,high_complexity_rotor,0.998911,False
22832_731d3b9f,medium_rotor,8,21425_d0d47a2a,high_complexity_rotor,0.998911,False
22832_731d3b9f,medium_rotor,9,22483_f4e4b62a,complex_assembly,0.99833,False
22832_731d3b9f,medium_rotor,10,22376_3ebc82a2,medium_rotor,0.998247,True
23476_705b76d1,medium_rotor,1,20672_0bc07cce,simple_rotor,1.0,False
23476_705b76d1,medium_rotor,2,22843_ff77027f,simple_rotor,1.0,False
23476_705b76d1,medium_rotor,3,23502_5a80f907,medium_rotor,1.0,True
23476_705b76d1,medium_rotor,4,23048_8a1a5553,high_complexity_rotor,1.0,False
23476_705b76d1,medium_rotor,5,22528_f3370a64,high_complexity_rotor,1.0,False
23476_705b76d1,medium_rotor,6,20322_5a8c6077,medium_rotor,1.0,True
23476_705b76d1,medium_rotor,7,20231_f54462bb,simple_rotor,1.0,False
23476_705b76d1,medium_rotor,8,21884_cc2c39f9,medium_rotor,1.0,True
23476_705b76d1,medium_rotor,9,22405_20f11d58,high_complexity_rotor,1.0,False
23476_705b76d1,medium_rotor,10,21274_2fb8c3f5,simple_rotor,1.0,False
22131_6b4b60f8,simple_rotor,1,21292_f94bd96b,medium_rotor,1.0,False
22131_6b4b60f8,simple_rotor,2,21202_e452c491,medium_rotor,0.999999,False
22131_6b4b60f8,simple_rotor,3,23322_8f85d82d,medium_rotor,0.999996,False
22131_6b4b60f8,simple_rotor,4,20278_d442e77d,medium_rotor,0.999978,False
22131_6b4b60f8,simple_rotor,5,21005_9feee615,high_complexity_rotor,0.999967,False
22131_6b4b60f8,simple_rotor,6,23318_65e3a7c9,medium_rotor,0.999967,False
22131_6b4b60f8,simple_rotor,7,20281_a29f9a18,medium_rotor,0.999967,False
22131_6b4b60f8,simple_rotor,8,22180_ce7c3bd8,simple_rotor,0.999967,True
22131_6b4b60f8,simple_rotor,9,23044_9a964a68,medium_rotor,0.999951,False
22131_6b4b60f8,simple_rotor,10,20259_de1ab632,simple_rotor,0.999941,True
20994_9c88b1ba,simple_rotor,1,22377_d490f505,simple_rotor,1.0,True
20994_9c88b1ba,simple_rotor,2,22374_aa5bb54d,simple_rotor,1.0,True
20994_9c88b1ba,simple_rotor,3,20756_75f43564,simple_rotor,1.0,True
20994_9c88b1ba,simple_rotor,4,20802_802b7d69,simple_rotor,1.0,True
20994_9c88b1ba,simple_rotor,5,20332_0c2a24aa,simple_rotor,1.0,True
20994_9c88b1ba,simple_rotor,6,21590_7d092186,medium_rotor,1.0,False
20994_9c88b1ba,simple_rotor,7,20340_86125547,simple_rotor,1.0,True
20994_9c88b1ba,simple_rotor,8,20803_473c87ac,simple_rotor,1.0,True
20994_9c88b1ba,simple_rotor,9,20341_6a1588fb,simple_rotor,1.0,True
20994_9c88b1ba,simple_rotor,10,20814_5a2be0fb,simple_rotor,1.0,True
22026_62afa265,simple_rotor,1,21248_0a862e3e,symmetric_rotor,1.0,False
22026_62afa265,simple_rotor,2,22983_0ab3faaf,symmetric_rotor,1.0,False
22026_62afa265,simple_rotor,3,21186_d1698d8c,symmetric_rotor,1.0,False
22026_62afa265,simple_rotor,4,21862_ec534e16,simple_rotor,1.0,True
22026_62afa265,simple_rotor,5,22508_6bb410af,simple_rotor,1.0,True
22026_62afa265,simple_rotor,6,22155_ab18f2b6,symmetric_rotor,1.0,False
22026_62afa265,simple_rotor,7,20421_0fd51709,high_complexity_rotor,1.0,False
22026_62afa265,simple_rotor,8,22893_eb8aa8ac,high_complexity_rotor,1.0,False
22026_62afa265,simple_rotor,9,22892_68138f24,symmetric_rotor,1.0,False
22026_62afa265,simple_rotor,10,22136_a539c50b,simple_rotor,1.0,True
22021_520ec8c3,medium_rotor,1,21008_a3fec63b,medium_rotor,1.0,True
22021_520ec8c3,medium_rotor,2,21391_78fc6345,simple_rotor,1.0,False
22021_520ec8c3,medium_rotor,3,21580_b8b2571b,high_complexity_rotor,0.999993,False
22021_520ec8c3,medium_rotor,4,21718_1551037b,complex_assembly,0.999933,False
22021_520ec8c3,medium_rotor,5,20163_3742f394,medium_rotor,0.999565,True
22021_520ec8c3,medium_rotor,6,21552_4e9c19b1,medium_rotor,0.99946,True
22021_520ec8c3,medium_rotor,7,21979_29f59427,high_complexity_rotor,0.99946,False
22021_520ec8c3,medium_rotor,8,21352_d60bc953,complex_assembly,0.999436,False
22021_520ec8c3,medium_rotor,9,22035_101c7ab4,medium_rotor,0.998907,True
22021_520ec8c3,medium_rotor,10,22082_39503fa6,medium_rotor,0.998751,True
20351_dc6e4e1e,complex_assembly,1,22076_20e8a107,high_complexity_rotor,0.999677,False
20351_dc6e4e1e,complex_assembly,2,23422_f214bd4d,complex_assembly,0.999328,True
20351_dc6e4e1e,complex_assembly,3,21337_062b39fa,high_complexity_rotor,0.999145,False
20351_dc6e4e1e,complex_assembly,4,21035_d308c5c4,medium_rotor,0.999145,False
20351_dc6e4e1e,complex_assembly,5,20722_90d46353,medium_rotor,0.998963,False
20351_dc6e4e1e,complex_assembly,6,20622_38dd90d0,high_complexity_rotor,0.998022,False
20351_dc6e4e1e,complex_assembly,7,19566_19d85d3b,high_complexity_rotor,0.997642,False
20351_dc6e4e1e,complex_assembly,8,21153_a2fb81fe,high_complexity_rotor,0.997642,False
20351_dc6e4e1e,complex_assembly,9,23413_6702ec7f,medium_rotor,0.997642,False
20351_dc6e4e1e,complex_assembly,10,21719_d60b8a4a,medium_rotor,0.996889,False
22218_2f85f6ae,medium_rotor,1,21529_93e51dd9,medium_rotor,1.0,True
22218_2f85f6ae,medium_rotor,2,22040_6461a147,medium_rotor,1.0,True
22218_2f85f6ae,medium_rotor,3,23041_8d3ea25c,medium_rotor,1.0,True
22218_2f85f6ae,medium_rotor,4,20141_b9376856,medium_rotor,0.999999,True
22218_2f85f6ae,medium_rotor,5,23049_207a41f0,medium_rotor,0.999997,True
22218_2f85f6ae,medium_rotor,6,23372_4cb88567,medium_rotor,0.999997,True
22218_2f85f6ae,medium_rotor,7,21695_1f33863f,medium_rotor,0.999995,True
22218_2f85f6ae,medium_rotor,8,21976_807c9b26,simple_rotor,0.999995,False
22218_2f85f6ae,medium_rotor,9,22046_fe3bae6e,medium_rotor,0.999995,True
22218_2f85f6ae,medium_rotor,10,23323_075a079e,medium_rotor,0.99999,True
21810_718ae2fe,simple_rotor,1,23178_eb4b4280,symmetric_rotor,1.0,False
21810_718ae2fe,simple_rotor,2,23259_d655fcc1,symmetric_rotor,1.0,False
21810_718ae2fe,simple_rotor,3,21497_9833a679,symmetric_rotor,1.0,False
21810_718ae2fe,simple_rotor,4,20438_5f344b00,simple_rotor,1.0,True
21810_718ae2fe,simple_rotor,5,21271_ec7f62b8,symmetric_rotor,0.999999,False
21810_718ae2fe,simple_rotor,6,23438_b1ef78f4,symmetric_rotor,0.999999,False
21810_718ae2fe,simple_rotor,7,22434_2ad62ed6,symmetric_rotor,0.999999,False
21810_718ae2fe,simple_rotor,8,21692_777db9e2,symmetric_rotor,0.999999,False
21810_718ae2fe,simple_rotor,9,22659_0e686e14,symmetric_rotor,0.999999,False
21810_718ae2fe,simple_rotor,10,20225_4ce6d59b,symmetric_rotor,0.999999,False
20215_e2eb3082,medium_rotor,1,21601_360ce1c7,medium_rotor,1.0,True
20215_e2eb3082,medium_rotor,2,20182_71b9e491,medium_rotor,1.0,True
20215_e2eb3082,medium_rotor,3,22837_7644c972,simple_rotor,1.0,False
20215_e2eb3082,medium_rotor,4,22062_2d6b3b72,medium_rotor,1.0,True
20215_e2eb3082,medium_rotor,5,22242_4ceddc2b,complex_assembly,1.0,False
20215_e2eb3082,medium_rotor,6,22919_3ee91d1a,medium_rotor,0.99999,True
20215_e2eb3082,medium_rotor,7,22474_b10fea1a,medium_rotor,0.999981,True
20215_e2eb3082,medium_rotor,8,23176_1bf2a2d5,medium_rotor,0.999976,True
20215_e2eb3082,medium_rotor,9,19051_26735260,high_complexity_rotor,0.999968,False
20215_e2eb3082,medium_rotor,10,22535_0ba01cc9,complex_assembly,0.999962,False
22561_067b78ae,symmetric_rotor,1,20585_09b72895,symmetric_rotor,0.999999,True
22561_067b78ae,symmetric_rotor,2,21838_5bc448b4,high_complexity_rotor,0.999999,False
22561_067b78ae,symmetric_rotor,3,21840_6847d36c,symmetric_rotor,0.999999,True
22561_067b78ae,symmetric_rotor,4,20419_8ce893b6,symmetric_rotor,0.999999,True
22561_067b78ae,symmetric_rotor,5,21828_21ab2114,symmetric_rotor,0.999999,True
22561_067b78ae,symmetric_rotor,6,21081_72fa4ad1,high_complexity_rotor,0.999995,False
22561_067b78ae,symmetric_rotor,7,21843_effbd24d,high_complexity_rotor,0.999995,False
22561_067b78ae,symmetric_rotor,8,22812_cf865ed1,symmetric_rotor,0.999995,True
22561_067b78ae,symmetric_rotor,9,21329_1bfecd1d,high_complexity_rotor,0.999995,False
22561_067b78ae,symmetric_rotor,10,21831_54ca67d1,symmetric_rotor,0.999995,True
21421_fb12b69b,complex_assembly,1,22341_0f9c52ed,medium_rotor,0.999998,False
21421_fb12b69b,complex_assembly,2,21236_b696e901,complex_assembly,0.999996,True
21421_fb12b69b,complex_assembly,3,21923_41fa6eda,medium_rotor,0.999994,False
21421_fb12b69b,complex_assembly,4,23210_f535bfd2,simple_rotor,0.999976,False
21421_fb12b69b,complex_assembly,5,23236_d5867507,simple_rotor,0.999976,False
21421_fb12b69b,complex_assembly,6,23132_1847c4ef,medium_rotor,0.999976,False
21421_fb12b69b,complex_assembly,7,20232_e5b060d9,simple_rotor,0.999976,False
21421_fb12b69b,complex_assembly,8,23282_a1b17daa,complex_assembly,0.999975,True
21421_fb12b69b,complex_assembly,9,22357_e2f7b060,complex_assembly,0.999959,True
21421_fb12b69b,complex_assembly,10,23218_02d26ab4,simple_rotor,0.999956,False
22082_39503fa6,medium_rotor,1,23136_2b469508,simple_rotor,0.999999,False
22082_39503fa6,medium_rotor,2,22035_101c7ab4,medium_rotor,0.999995,True
22082_39503fa6,medium_rotor,3,23144_88ca00a5,complex_assembly,0.999984,False
22082_39503fa6,medium_rotor,4,23028_2ca87745,medium_rotor,0.999968,True
22082_39503fa6,medium_rotor,5,20163_3742f394,medium_rotor,0.99979,True
22082_39503fa6,medium_rotor,6,21351_675c66b1,complex_assembly,0.998985,False
22082_39503fa6,medium_rotor,7,21008_a3fec63b,medium_rotor,0.998751,True
22082_39503fa6,medium_rotor,8,22021_520ec8c3,medium_rotor,0.998751,True
22082_39503fa6,medium_rotor,9,21391_78fc6345,simple_rotor,0.998751,False
22082_39503fa6,medium_rotor,10,21580_b8b2571b,high_complexity_rotor,0.998556,False
23308_245d257c,medium_rotor,1,20672_0bc07cce,simple_rotor,1.0,False
23308_245d257c,medium_rotor,2,22843_ff77027f,simple_rotor,1.0,False
23308_245d257c,medium_rotor,3,23502_5a80f907,medium_rotor,1.0,True
23308_245d257c,medium_rotor,4,23048_8a1a5553,high_complexity_rotor,1.0,False
23308_245d257c,medium_rotor,5,22528_f3370a64,high_complexity_rotor,1.0,False
23308_245d257c,medium_rotor,6,20322_5a8c6077,medium_rotor,1.0,True
23308_245d257c,medium_rotor,7,20231_f54462bb,simple_rotor,1.0,False
23308_245d257c,medium_rotor,8,21884_cc2c39f9,medium_rotor,1.0,True
23308_245d257c,medium_rotor,9,22405_20f11d58,high_complexity_rotor,1.0,False
23308_245d257c,medium_rotor,10,21274_2fb8c3f5,simple_rotor,1.0,False
22844_9b75b8e0,simple_rotor,1,20672_0bc07cce,simple_rotor,1.0,True
22844_9b75b8e0,simple_rotor,2,22843_ff77027f,simple_rotor,1.0,True
22844_9b75b8e0,simple_rotor,3,23502_5a80f907,medium_rotor,1.0,False
22844_9b75b8e0,simple_rotor,4,23048_8a1a5553,high_complexity_rotor,1.0,False
22844_9b75b8e0,simple_rotor,5,22528_f3370a64,high_complexity_rotor,1.0,False
22844_9b75b8e0,simple_rotor,6,20322_5a8c6077,medium_rotor,1.0,False
22844_9b75b8e0,simple_rotor,7,20231_f54462bb,simple_rotor,1.0,True
22844_9b75b8e0,simple_rotor,8,21884_cc2c39f9,medium_rotor,1.0,False
22844_9b75b8e0,simple_rotor,9,22405_20f11d58,high_complexity_rotor,1.0,False
22844_9b75b8e0,simple_rotor,10,21274_2fb8c3f5,simple_rotor,1.0,True
20408_b4fda9eb,medium_rotor,1,20672_0bc07cce,simple_rotor,1.0,False
20408_b4fda9eb,medium_rotor,2,22843_ff77027f,simple_rotor,1.0,False
20408_b4fda9eb,medium_rotor,3,23502_5a80f907,medium_rotor,1.0,True
20408_b4fda9eb,medium_rotor,4,23048_8a1a5553,high_complexity_rotor,1.0,False
20408_b4fda9eb,medium_rotor,5,22528_f3370a64,high_complexity_rotor,1.0,False
20408_b4fda9eb,medium_rotor,6,20322_5a8c6077,medium_rotor,1.0,True
20408_b4fda9eb,medium_rotor,7,20231_f54462bb,simple_rotor,1.0,False
20408_b4fda9eb,medium_rotor,8,21884_cc2c39f9,medium_rotor,1.0,True
20408_b4fda9eb,medium_rotor,9,22405_20f11d58,high_complexity_rotor,1.0,False
20408_b4fda9eb,medium_rotor,10,21274_2fb8c3f5,simple_rotor,1.0,False
21326_ab4d6c43,simple_rotor,1,20293_a1999339,high_complexity_rotor,1.0,False
21326_ab4d6c43,simple_rotor,2,23373_f5dac851,medium_rotor,1.0,False
21326_ab4d6c43,simple_rotor,3,22059_b7d76712,medium_rotor,1.0,False
21326_ab4d6c43,simple_rotor,4,20646_4cd14a72,simple_rotor,1.0,True
21326_ab4d6c43,simple_rotor,5,20647_cea2e07c,simple_rotor,1.0,True
21326_ab4d6c43,simple_rotor,6,21625_d5d4c9a7,medium_rotor,1.0,False
21326_ab4d6c43,simple_rotor,7,21809_8bd6b10e,high_complexity_rotor,0.999976,False
21326_ab4d6c43,simple_rotor,8,23219_40625e2c,simple_rotor,0.999972,True
21326_ab4d6c43,simple_rotor,9,21519_3e869afd,high_complexity_rotor,0.999972,False
21326_ab4d6c43,simple_rotor,10,21224_18ba4aba,medium_rotor,0.999972,False
22211_b1ee53f0,complex_assembly,1,20546_87dbd755,complex_assembly,0.999967,True
22211_b1ee53f0,complex_assembly,2,22306_c3dca308,complex_assembly,0.999748,True
22211_b1ee53f0,complex_assembly,3,23273_8f301ce3,complex_assembly,0.999539,True
22211_b1ee53f0,complex_assembly,4,22065_0d414124,complex_assembly,0.999515,True
22211_b1ee53f0,complex_assembly,5,21797_69df08d5,high_complexity_rotor,0.999319,False
22211_b1ee53f0,complex_assembly,6,20818_098cad7c,high_complexity_rotor,0.999187,False
22211_b1ee53f0,complex_assembly,7,20502_58b65de9,symmetric_rotor,0.999162,False
22211_b1ee53f0,complex_assembly,8,22652_dc7405ef,high_complexity_rotor,0.999115,False
22211_b1ee53f0,complex_assembly,9,23419_ea47995f,complex_assembly,0.99856,True
22211_b1ee53f0,complex_assembly,10,20279_aed6b3b3,high_complexity_rotor,0.998194,False
23211_3aac9c7e,simple_rotor,1,19810_f77c5501,medium_rotor,1.0,False
23211_3aac9c7e,simple_rotor,2,22266_078a1f68,medium_rotor,0.999998,False
23211_3aac9c7e,simple_rotor,3,20952_b8a54213,complex_assembly,0.999997,False
23211_3aac9c7e,simple_rotor,4,22535_0ba01cc9,complex_assembly,0.999996,False
23211_3aac9c7e,simple_rotor,5,23194_b675acc0,simple_rotor,0.999994,True
23211_3aac9c7e,simple_rotor,6,19051_26735260,high_complexity_rotor,0.999994,False
23211_3aac9c7e,simple_rotor,7,22474_b10fea1a,medium_rotor,0.999985,False
23211_3aac9c7e,simple_rotor,8,22232_cb53774e,medium_rotor,0.999983,False
23211_3aac9c7e,simple_rotor,9,22919_3ee91d1a,medium_rotor,0.999975,False
23211_3aac9c7e,simple_rotor,10,21539_cfe1f7fd,medium_rotor,0.99997,False
20676_9715ec9c,medium_rotor,1,20672_0bc07cce,simple_rotor,1.0,False
20676_9715ec9c,medium_rotor,2,22843_ff77027f,simple_rotor,1.0,False
20676_9715ec9c,medium_rotor,3,23502_5a80f907,medium_rotor,1.0,True
20676_9715ec9c,medium_rotor,4,23048_8a1a5553,high_complexity_rotor,1.0,False
20676_9715ec9c,medium_rotor,5,22528_f3370a64,high_complexity_rotor,1.0,False
20676_9715ec9c,medium_rotor,6,20322_5a8c6077,medium_rotor,1.0,True
20676_9715ec9c,medium_rotor,7,20231_f54462bb,simple_rotor,1.0,False
20676_9715ec9c,medium_rotor,8,21884_cc2c39f9,medium_rotor,1.0,True
20676_9715ec9c,medium_rotor,9,22405_20f11d58,high_complexity_rotor,1.0,False
20676_9715ec9c,medium_rotor,10,21274_2fb8c3f5,simple_rotor,1.0,False
20220_3de82b2a,simple_rotor,1,20672_0bc07cce,simple_rotor,1.0,True
20220_3de82b2a,simple_rotor,2,22843_ff77027f,simple_rotor,1.0,True
20220_3de82b2a,simple_rotor,3,23502_5a80f907,medium_rotor,1.0,False
20220_3de82b2a,simple_rotor,4,23048_8a1a5553,high_complexity_rotor,1.0,False
20220_3de82b2a,simple_rotor,5,22528_f3370a64,high_complexity_rotor,1.0,False
20220_3de82b2a,simple_rotor,6,20322_5a8c6077,medium_rotor,1.0,False
20220_3de82b2a,simple_rotor,7,20231_f54462bb,simple_rotor,1.0,True
20220_3de82b2a,simple_rotor,8,21884_cc2c39f9,medium_rotor,1.0,False
20220_3de82b2a,simple_rotor,9,22405_20f11d58,high_complexity_rotor,1.0,False
20220_3de82b2a,simple_rotor,10,21274_2fb8c3f5,simple_rotor,1.0,True
22776_facf9bcf,medium_rotor,1,21009_907a2a95,medium_rotor,1.0,True
22776_facf9bcf,medium_rotor,2,22002_315afcfc,medium_rotor,1.0,True
22776_facf9bcf,medium_rotor,3,21918_976c2754,high_complexity_rotor,1.0,False
22776_facf9bcf,medium_rotor,4,23493_57512264,medium_rotor,1.0,True
22776_facf9bcf,medium_rotor,5,21528_a5d5490f,medium_rotor,0.999999,True
22776_facf9bcf,medium_rotor,6,21912_3f74887c,medium_rotor,0.999999,True
22776_facf9bcf,medium_rotor,7,21762_90d34d16,high_complexity_rotor,0.999998,False
22776_facf9bcf,medium_rotor,8,22126_e1cca10f,medium_rotor,0.999998,True
22776_facf9bcf,medium_rotor,9,20176_a02bde39,medium_rotor,0.999997,True
22776_facf9bcf,medium_rotor,10,22199_8ec9eeb2,medium_rotor,0.999996,True
21837_b67d788c,medium_rotor,1,20628_e0551f7c,medium_rotor,0.999863,True
21837_b67d788c,medium_rotor,2,20533_0a3e112b,high_complexity_rotor,0.999542,False
21837_b67d788c,medium_rotor,3,23158_c7e753c2,simple_rotor,0.999509,False
21837_b67d788c,medium_rotor,4,21599_80057f94,simple_rotor,0.999008,False
21837_b67d788c,medium_rotor,5,22442_7d5c5d5f,high_complexity_rotor,0.997908,False
21837_b67d788c,medium_rotor,6,20431_27e7f151,medium_rotor,0.997908,True
21837_b67d788c,medium_rotor,7,20246_40be7668,complex_assembly,0.996644,False
21837_b67d788c,medium_rotor,8,21991_ab98f156,high_complexity_rotor,0.996132,False
21837_b67d788c,medium_rotor,9,21719_d60b8a4a,medium_rotor,0.995661,True
21837_b67d788c,medium_rotor,10,22681_124bf3a9,medium_rotor,0.995661,True
20668_b2f2633e,high_complexity_rotor,1,21425_d0d47a2a,high_complexity_rotor,1.0,True
20668_b2f2633e,high_complexity_rotor,2,22483_f4e4b62a,complex_assembly,0.999938,False
20668_b2f2633e,high_complexity_rotor,3,22376_3ebc82a2,medium_rotor,0.999921,False
20668_b2f2633e,high_complexity_rotor,4,21790_aaf9224a,medium_rotor,0.999859,False
20668_b2f2633e,high_complexity_rotor,5,22492_047b125b,complex_assembly,0.999452,False
20668_b2f2633e,high_complexity_rotor,6,21503_34f299ca,medium_rotor,0.999414,False
20668_b2f2633e,high_complexity_rotor,7,22832_731d3b9f,medium_rotor,0.998911,False
20668_b2f2633e,high_complexity_rotor,8,22680_1f4026f6,medium_rotor,0.998911,False
20668_b2f2633e,high_complexity_rotor,9,22372_e91792a1,medium_rotor,0.998911,False
20668_b2f2633e,high_complexity_rotor,10,22214_b098105d,simple_rotor,0.998628,False
21459_a9de5e5b,simple_rotor,1,20672_0bc07cce,simple_rotor,1.0,True
21459_a9de5e5b,simple_rotor,2,22843_ff77027f,simple_rotor,1.0,True
21459_a9de5e5b,simple_rotor,3,23502_5a80f907,medium_rotor,1.0,False
21459_a9de5e5b,simple_rotor,4,23048_8a1a5553,high_complexity_rotor,1.0,False
21459_a9de5e5b,simple_rotor,5,22528_f3370a64,high_complexity_rotor,1.0,False
21459_a9de5e5b,simple_rotor,6,20322_5a8c6077,medium_rotor,1.0,False
21459_a9de5e5b,simple_rotor,7,20231_f54462bb,simple_rotor,1.0,True
21459_a9de5e5b,simple_rotor,8,21884_cc2c39f9,medium_rotor,1.0,False
21459_a9de5e5b,simple_rotor,9,22405_20f11d58,high_complexity_rotor,1.0,False
21459_a9de5e5b,simple_rotor,10,21274_2fb8c3f5,simple_rotor,1.0,True
21386_e234c6b6,symmetric_rotor,1,22678_ff42f120,symmetric_rotor,0.999999,True
21386_e234c6b6,symmetric_rotor,2,22399_97987ada,symmetric_rotor,0.999999,True
