QueryAssembly,RetrievedAssembly,OntologySimilarity
20860_b8e9a191,21496_f4025ad5,1.0
20860_b8e9a191,23305_2662b29a,1.0
20860_b8e9a191,22729_232da678,1.0
21610_5dcf1187,23163_7b143a6f,1.0
21610_5dcf1187,21848_0fff9631,1.0
21610_5dcf1187,22053_de30641b,1.0
21610_5dcf1187,22891_b8c84495,1.0
21610_5dcf1187,22378_234fea2c,1.0
20285_b64b1a7e,23152_6f2706c9,0.7999999999999999
20285_b64b1a7e,21737_87d83240,0.7999999999999999
20285_b64b1a7e,23034_b38134ee,0.7999999999999999
20285_b64b1a7e,21625_d5d4c9a7,0.7999999999999999
20285_b64b1a7e,22224_1e749c32,0.7999999999999999
21741_c6faf98e,22581_406c16c4,1.0
21741_c6faf98e,23123_f35404c4,1.0
21741_c6faf98e,23282_a1b17daa,1.0
21741_c6faf98e,22056_79373464,1.0
21741_c6faf98e,23162_7e2f3d77,1.0
21377_19909a40,21009_907a2a95,1.0
21377_19909a40,21552_4e9c19b1,1.0
21377_19909a40,21496_f4025ad5,1.0
21377_19909a40,23305_2662b29a,1.0
21377_19909a40,22729_232da678,1.0
23174_8ef93daf,21009_907a2a95,1.0
23174_8ef93daf,21552_4e9c19b1,1.0
23174_8ef93daf,21496_f4025ad5,1.0
23174_8ef93daf,23305_2662b29a,1.0
23174_8ef93daf,22729_232da678,1.0
22448_1f21757a,21009_907a2a95,1.0
22448_1f21757a,21552_4e9c19b1,1.0
22448_1f21757a,21496_f4025ad5,1.0
22448_1f21757a,23305_2662b29a,1.0
22448_1f21757a,22729_232da678,1.0
21621_711e1918,21009_907a2a95,1.0
21621_711e1918,21552_4e9c19b1,1.0
21621_711e1918,21496_f4025ad5,1.0
21621_711e1918,23305_2662b29a,1.0
21621_711e1918,22729_232da678,1.0
22261_6efe61e3,23239_ba13cf5e,0.7999999999999999
22261_6efe61e3,21610_5dcf1187,0.7999999999999999
22261_6efe61e3,21469_abec26c4,0.7999999999999999
22261_6efe61e3,20495_e8e7e80c,0.7999999999999999
22261_6efe61e3,23218_02d26ab4,0.7999999999999999
20495_e8e7e80c,20469_b6211bfd,1.0
20495_e8e7e80c,20479_77930584,1.0
20495_e8e7e80c,20193_2da4f0a0,1.0
20495_e8e7e80c,20478_c02790cb,1.0
20495_e8e7e80c,20291_42287610,1.0
23282_a1b17daa,22581_406c16c4,1.0
23282_a1b17daa,23123_f35404c4,1.0
23282_a1b17daa,21741_c6faf98e,1.0
23282_a1b17daa,22056_79373464,1.0
23282_a1b17daa,23162_7e2f3d77,1.0
22078_1758e9fc,20817_ef63b1a7,1.0
22078_1758e9fc,22062_2d6b3b72,1.0
22078_1758e9fc,21600_0027c6fc,1.0
22078_1758e9fc,21625_d5d4c9a7,1.0
22078_1758e9fc,23366_cc0bc28e,1.0
21744_5ae4d9d5,21739_57582b8f,1.0
21744_5ae4d9d5,21700_28d193ac,0.7999999999999999
21744_5ae4d9d5,20622_38dd90d0,0.7999999999999999
21744_5ae4d9d5,22827_f33929ec,0.7999999999999999
21744_5ae4d9d5,21809_8bd6b10e,0.7999999999999999
22812_cf865ed1,22654_4c426b0f,0.7999999999999999
22812_cf865ed1,23468_a0bfb573,0.7999999999999999
22812_cf865ed1,22678_ff42f120,0.7999999999999999
22812_cf865ed1,22311_553b3456,0.7999999999999999
22812_cf865ed1,21958_e48ddf4e,0.7999999999999999
21566_ff590631,21009_907a2a95,1.0
21566_ff590631,21552_4e9c19b1,1.0
21566_ff590631,21496_f4025ad5,1.0
21566_ff590631,23305_2662b29a,1.0
21566_ff590631,22729_232da678,1.0
21337_062b39fa,21700_28d193ac,0.7999999999999999
21337_062b39fa,21580_b8b2571b,0.7999999999999999
21337_062b39fa,22827_f33929ec,0.7999999999999999
21337_062b39fa,22076_20e8a107,0.7999999999999999
21337_062b39fa,21809_8bd6b10e,0.7999999999999999
23467_9f431540,22421_19401bdd,0.7999999999999999
23467_9f431540,20697_d3e106b4,0.7999999999999999
23467_9f431540,22419_dfeb5d33,0.7999999999999999
23467_9f431540,22428_c1ffa51a,0.7999999999999999
23467_9f431540,23217_7c6062e3,0.7999999999999999
22434_2ad62ed6,21271_ec7f62b8,1.0
22434_2ad62ed6,22678_ff42f120,1.0
22434_2ad62ed6,22762_dcbdd14d,1.0
22434_2ad62ed6,21497_9833a679,1.0
22434_2ad62ed6,22245_ca848576,1.0
22236_db209dff,21448_5646a1b6,1.0
22236_db209dff,22508_6bb410af,1.0
22236_db209dff,20807_88c198d5,1.0
22236_db209dff,21825_ce32b0a0,1.0
22236_db209dff,22136_a539c50b,1.0
20951_2918f2fa,23163_7b143a6f,1.0
20951_2918f2fa,21848_0fff9631,1.0
20951_2918f2fa,22053_de30641b,1.0
20951_2918f2fa,22891_b8c84495,1.0
20951_2918f2fa,22378_234fea2c,1.0
21186_d1698d8c,22892_68138f24,0.7999999999999999
21186_d1698d8c,22434_2ad62ed6,0.7999999999999999
21186_d1698d8c,20680_b095cb77,0.7999999999999999
21186_d1698d8c,20419_8ce893b6,0.7999999999999999
21186_d1698d8c,20237_06b27bf5,0.7999999999999999
20609_69f28932,21271_ec7f62b8,1.0
20609_69f28932,22678_ff42f120,1.0
20609_69f28932,22762_dcbdd14d,1.0
20609_69f28932,21497_9833a679,1.0
20609_69f28932,22245_ca848576,1.0
22064_e1ba20dd,23163_7b143a6f,1.0
22064_e1ba20dd,21848_0fff9631,1.0
22064_e1ba20dd,22053_de30641b,1.0
22064_e1ba20dd,22891_b8c84495,1.0
22064_e1ba20dd,22378_234fea2c,1.0
21008_a3fec63b,20688_955aae0c,1.0
21008_a3fec63b,21202_e452c491,0.7999999999999999
21008_a3fec63b,21566_ff590631,0.7999999999999999
21008_a3fec63b,22448_1f21757a,0.7999999999999999
21008_a3fec63b,21621_711e1918,0.7999999999999999
21739_57582b8f,21744_5ae4d9d5,1.0
21739_57582b8f,21700_28d193ac,0.7999999999999999
21739_57582b8f,20622_38dd90d0,0.7999999999999999
21739_57582b8f,22827_f33929ec,0.7999999999999999
21739_57582b8f,21809_8bd6b10e,0.7999999999999999
21990_7bb6efcf,21448_5646a1b6,1.0
21990_7bb6efcf,22236_db209dff,1.0
21990_7bb6efcf,20758_cdccf572,1.0
21990_7bb6efcf,20807_88c198d5,1.0
21990_7bb6efcf,21825_ce32b0a0,1.0
22357_e2f7b060,20787_ed64ff5e,0.7999999999999999
22357_e2f7b060,22670_9353c710,0.7999999999999999
22357_e2f7b060,22430_c6f08b03,0.7999999999999999
22357_e2f7b060,22413_901f5867,0.7999999999999999
22357_e2f7b060,21352_d60bc953,0.7999999999999999
23021_047d1f8a,23163_7b143a6f,1.0
23021_047d1f8a,21848_0fff9631,1.0
23021_047d1f8a,22053_de30641b,1.0
23021_047d1f8a,22891_b8c84495,1.0
23021_047d1f8a,22378_234fea2c,1.0
20812_462bd352,23163_7b143a6f,1.0
20812_462bd352,21848_0fff9631,1.0
20812_462bd352,22053_de30641b,1.0
20812_462bd352,22891_b8c84495,1.0
20812_462bd352,22378_234fea2c,1.0
21119_4f5c95a6,23163_7b143a6f,1.0
21119_4f5c95a6,21848_0fff9631,1.0
21119_4f5c95a6,22053_de30641b,1.0
21119_4f5c95a6,22891_b8c84495,1.0
21119_4f5c95a6,22378_234fea2c,1.0
21174_861bd902,22421_19401bdd,1.0
21174_861bd902,23310_7daded69,1.0
21174_861bd902,22893_eb8aa8ac,1.0
21174_861bd902,20799_213bf924,1.0
21174_861bd902,23101_6aec02ee,1.0
22057_4947db57,21271_ec7f62b8,1.0
22057_4947db57,22678_ff42f120,1.0
22057_4947db57,22762_dcbdd14d,1.0
22057_4947db57,21497_9833a679,1.0
22057_4947db57,22245_ca848576,1.0
20858_15bdad00,21009_907a2a95,1.0
20858_15bdad00,21552_4e9c19b1,1.0
20858_15bdad00,21496_f4025ad5,1.0
20858_15bdad00,23305_2662b29a,1.0
20858_15bdad00,22729_232da678,1.0
20384_767d849a,20216_89b90993,1.0
20384_767d849a,20989_885bd9b9,1.0
20384_767d849a,20429_9dd95c38,1.0
20384_767d849a,20429_419c4cdd,1.0
20384_767d849a,20451_557fe5cd,1.0
22059_b7d76712,21009_907a2a95,1.0
22059_b7d76712,21552_4e9c19b1,1.0
22059_b7d76712,21496_f4025ad5,1.0
22059_b7d76712,23305_2662b29a,1.0
22059_b7d76712,22729_232da678,1.0
22197_94c66357,22196_e5bf8c9d,1.0
22197_94c66357,20676_9715ec9c,1.0
22197_94c66357,22196_0deb2e34,1.0
22197_94c66357,22266_078a1f68,0.7999999999999999
22197_94c66357,21601_360ce1c7,0.7999999999999999
22080_594bcb66,23438_b1ef78f4,1.0
22080_594bcb66,22761_ca309655,0.7999999999999999
22080_594bcb66,22762_dcbdd14d,0.7999999999999999
22080_594bcb66,21836_5bc91e49,0.7999999999999999
22080_594bcb66,21840_6847d36c,0.7999999999999999
21450_ea24ffcc,22076_20e8a107,1.0
21450_ea24ffcc,21063_037107dc,1.0
21450_ea24ffcc,23251_3eb3d2e6,1.0
21450_ea24ffcc,22081_ab3124af,1.0
21450_ea24ffcc,22827_f33929ec,1.0
20799_213bf924,22421_19401bdd,1.0
20799_213bf924,23310_7daded69,1.0
20799_213bf924,22893_eb8aa8ac,1.0
20799_213bf924,21174_861bd902,1.0
20799_213bf924,23101_6aec02ee,1.0
20504_c9e14c9d,20157_db99ab88,1.0
20504_c9e14c9d,20414_a33bd0d7,1.0
20504_c9e14c9d,23245_ccd099b6,0.7999999999999999
20504_c9e14c9d,23366_cc0bc28e,0.7999999999999999
20504_c9e14c9d,20989_d1b8b0f8,0.7999999999999999
21533_8837772a,20958_94222947,1.0
21533_8837772a,23096_7da0f913,1.0
21533_8837772a,20671_33532794,1.0
21533_8837772a,23158_c7e753c2,0.7999999999999999
21533_8837772a,22839_113f2990,0.7999999999999999
20436_41b730a3,23239_ba13cf5e,0.7999999999999999
20436_41b730a3,21610_5dcf1187,0.7999999999999999
20436_41b730a3,23406_1d36b046,0.7999999999999999
20436_41b730a3,22261_6efe61e3,0.7999999999999999
20436_41b730a3,23218_02d26ab4,0.7999999999999999
20229_d1ae2ae3,21202_e452c491,0.7999999999999999
20229_d1ae2ae3,20278_d442e77d,0.7999999999999999
20229_d1ae2ae3,22729_232da678,0.7999999999999999
20229_d1ae2ae3,22199_8ec9eeb2,0.7999999999999999
20229_d1ae2ae3,22440_014f1bac,0.7999999999999999
21244_d67bbabc,22581_406c16c4,1.0
21244_d67bbabc,23123_f35404c4,1.0
21244_d67bbabc,21741_c6faf98e,1.0
21244_d67bbabc,23282_a1b17daa,1.0
21244_d67bbabc,23162_7e2f3d77,1.0
23318_65e3a7c9,21202_e452c491,0.7999999999999999
23318_65e3a7c9,20278_d442e77d,0.7999999999999999
23318_65e3a7c9,22729_232da678,0.7999999999999999
23318_65e3a7c9,22199_8ec9eeb2,0.7999999999999999
23318_65e3a7c9,22440_014f1bac,0.7999999999999999
22893_eb8aa8ac,22421_19401bdd,1.0
22893_eb8aa8ac,23310_7daded69,1.0
22893_eb8aa8ac,20799_213bf924,1.0
22893_eb8aa8ac,21174_861bd902,1.0
22893_eb8aa8ac,23101_6aec02ee,1.0
23409_e27e3b8b,21009_907a2a95,1.0
23409_e27e3b8b,21989_a0b5037d,1.0
23409_e27e3b8b,23331_192866b6,1.0
23409_e27e3b8b,21550_0b16151d,1.0
23409_e27e3b8b,22228_1c82530b,1.0
22066_308cdcfe,21009_907a2a95,1.0
22066_308cdcfe,21989_a0b5037d,1.0
22066_308cdcfe,23331_192866b6,1.0
22066_308cdcfe,21550_0b16151d,1.0
22066_308cdcfe,22228_1c82530b,1.0
23363_60e39812,21009_907a2a95,1.0
23363_60e39812,21989_a0b5037d,1.0
23363_60e39812,23331_192866b6,1.0
23363_60e39812,21550_0b16151d,1.0
23363_60e39812,22228_1c82530b,1.0
20737_5249e274,22421_19401bdd,1.0
20737_5249e274,23310_7daded69,1.0
20737_5249e274,20799_213bf924,1.0
20737_5249e274,21174_861bd902,1.0
20737_5249e274,23101_6aec02ee,1.0
23329_6939d5d9,22421_19401bdd,0.7999999999999999
23329_6939d5d9,20697_d3e106b4,0.7999999999999999
23329_6939d5d9,22419_dfeb5d33,0.7999999999999999
23329_6939d5d9,22428_c1ffa51a,0.7999999999999999
23329_6939d5d9,23217_7c6062e3,0.7999999999999999
21884_cc2c39f9,23152_6f2706c9,0.7999999999999999
21884_cc2c39f9,22062_2d6b3b72,0.7999999999999999
21884_cc2c39f9,23034_b38134ee,0.7999999999999999
21884_cc2c39f9,21048_75cc125c,0.7999999999999999
21884_cc2c39f9,21625_d5d4c9a7,0.7999999999999999
20231_f54462bb,20469_b6211bfd,1.0
20231_f54462bb,20392_8b23d193,1.0
20231_f54462bb,20332_0c2a24aa,1.0
20231_f54462bb,20241_8c0d3f83,1.0
20231_f54462bb,20406_dacb0300,1.0
20322_5a8c6077,20322_daa5c577,1.0
20322_5a8c6077,21202_e452c491,0.7999999999999999
20322_5a8c6077,23414_f7d4a688,0.7999999999999999
20322_5a8c6077,22199_8ec9eeb2,0.7999999999999999
20322_5a8c6077,22440_014f1bac,0.7999999999999999
22528_f3370a64,22076_20e8a107,1.0
22528_f3370a64,21063_037107dc,1.0
22528_f3370a64,22081_ab3124af,1.0
22528_f3370a64,22827_f33929ec,1.0
22528_f3370a64,21450_ea24ffcc,1.0
22168_a84560a9,22421_19401bdd,0.7999999999999999
22168_a84560a9,23309_76dcf100,0.7999999999999999
22168_a84560a9,21839_a8eb6d34,0.7999999999999999
22168_a84560a9,22419_dfeb5d33,0.7999999999999999
22168_a84560a9,22428_c1ffa51a,0.7999999999999999
21513_50fb4d62,21009_907a2a95,1.0
21513_50fb4d62,21989_a0b5037d,1.0
21513_50fb4d62,23331_192866b6,1.0
21513_50fb4d62,21550_0b16151d,1.0
21513_50fb4d62,22228_1c82530b,1.0
22043_041e1b7c,23163_7b143a6f,1.0
22043_041e1b7c,21848_0fff9631,1.0
22043_041e1b7c,22053_de30641b,1.0
22043_041e1b7c,22891_b8c84495,1.0
22043_041e1b7c,22378_234fea2c,1.0
21224_18ba4aba,21009_907a2a95,1.0
21224_18ba4aba,21989_a0b5037d,1.0
21224_18ba4aba,23331_192866b6,1.0
21224_18ba4aba,21550_0b16151d,1.0
21224_18ba4aba,22228_1c82530b,1.0
20246_40be7668,20351_dc6e4e1e,1.0
20246_40be7668,23195_2629864e,0.7999999999999999
20246_40be7668,22581_406c16c4,0.7999999999999999
20246_40be7668,21557_53eafe15,0.7999999999999999
20246_40be7668,23226_8d1b5098,0.7999999999999999
22837_7644c972,23163_7b143a6f,1.0
22837_7644c972,21848_0fff9631,1.0
22837_7644c972,22053_de30641b,1.0
22837_7644c972,22891_b8c84495,1.0
22837_7644c972,22378_234fea2c,1.0
22843_ff77027f,23163_7b143a6f,1.0
22843_ff77027f,21848_0fff9631,1.0
22843_ff77027f,22053_de30641b,1.0
22843_ff77027f,22891_b8c84495,1.0
22843_ff77027f,22378_234fea2c,1.0
23244_34b5f55e,23209_1592b0a4,1.0
23244_34b5f55e,23211_3aac9c7e,1.0
23244_34b5f55e,23219_40625e2c,1.0
23244_34b5f55e,23218_02d26ab4,1.0
23244_34b5f55e,23210_f535bfd2,1.0
21840_6847d36c,22057_4947db57,1.0
21840_6847d36c,23178_eb4b4280,1.0
21840_6847d36c,21497_9833a679,1.0
21840_6847d36c,22141_5db99710,1.0
21840_6847d36c,22216_4b032400,1.0
21282_b2d83538,21009_907a2a95,1.0
21282_b2d83538,21989_a0b5037d,1.0
21282_b2d83538,23331_192866b6,1.0
21282_b2d83538,21550_0b16151d,1.0
21282_b2d83538,22228_1c82530b,1.0
23176_1bf2a2d5,21009_907a2a95,1.0
23176_1bf2a2d5,21989_a0b5037d,1.0
23176_1bf2a2d5,23331_192866b6,1.0
23176_1bf2a2d5,21550_0b16151d,1.0
23176_1bf2a2d5,22228_1c82530b,1.0
23341_d5ead6d2,23239_ba13cf5e,0.7999999999999999
23341_d5ead6d2,21610_5dcf1187,0.7999999999999999
23341_d5ead6d2,21469_abec26c4,0.7999999999999999
23341_d5ead6d2,22261_6efe61e3,0.7999999999999999
23341_d5ead6d2,20495_e8e7e80c,0.7999999999999999
21503_34f299ca,21009_907a2a95,1.0
21503_34f299ca,21989_a0b5037d,1.0
21503_34f299ca,23331_192866b6,1.0
21503_34f299ca,21550_0b16151d,1.0
21503_34f299ca,22228_1c82530b,1.0
20322_daa5c577,20322_5a8c6077,1.0
20322_daa5c577,23414_f7d4a688,0.7999999999999999
20322_daa5c577,22199_8ec9eeb2,0.7999999999999999
20322_daa5c577,22440_014f1bac,0.7999999999999999
20322_daa5c577,20349_a12428da,0.7999999999999999
21531_79015e13,21009_907a2a95,1.0
21531_79015e13,21989_a0b5037d,1.0
21531_79015e13,23331_192866b6,1.0
21531_79015e13,21550_0b16151d,1.0
21531_79015e13,22228_1c82530b,1.0
22383_e5f707a7,21009_907a2a95,1.0
22383_e5f707a7,21989_a0b5037d,1.0
22383_e5f707a7,23331_192866b6,1.0
22383_e5f707a7,21550_0b16151d,1.0
22383_e5f707a7,22228_1c82530b,1.0
20779_fc5a7c3d,21202_e452c491,0.7999999999999999
20779_fc5a7c3d,20278_d442e77d,0.7999999999999999
20779_fc5a7c3d,22729_232da678,0.7999999999999999
20779_fc5a7c3d,22199_8ec9eeb2,0.7999999999999999
20779_fc5a7c3d,22440_014f1bac,0.7999999999999999
20910_c64b5d1b,23239_ba13cf5e,0.7999999999999999
20910_c64b5d1b,21610_5dcf1187,0.7999999999999999
20910_c64b5d1b,21469_abec26c4,0.7999999999999999
20910_c64b5d1b,22261_6efe61e3,0.7999999999999999
20910_c64b5d1b,20495_e8e7e80c,0.7999999999999999
21453_679a343c,23163_7b143a6f,1.0
21453_679a343c,23199_75dc1efd,1.0
21453_679a343c,22891_b8c84495,1.0
21453_679a343c,22378_234fea2c,1.0
21453_679a343c,21611_1d3ff1b6,1.0
23158_c7e753c2,23239_ba13cf5e,0.7999999999999999
23158_c7e753c2,21610_5dcf1187,0.7999999999999999
23158_c7e753c2,21469_abec26c4,0.7999999999999999
23158_c7e753c2,22261_6efe61e3,0.7999999999999999
23158_c7e753c2,20495_e8e7e80c,0.7999999999999999
21856_f84d9348,21009_907a2a95,1.0
21856_f84d9348,21989_a0b5037d,1.0
21856_f84d9348,23331_192866b6,1.0
21856_f84d9348,21550_0b16151d,1.0
21856_f84d9348,22228_1c82530b,1.0
20469_b6211bfd,20193_2da4f0a0,1.0
20469_b6211bfd,20291_42287610,1.0
20469_b6211bfd,20332_0c2a24aa,1.0
20469_b6211bfd,20479_77930584,1.0
20469_b6211bfd,20466_4b3e5186,1.0
22126_e1cca10f,21202_e452c491,0.7999999999999999
22126_e1cca10f,20278_d442e77d,0.7999999999999999
22126_e1cca10f,22729_232da678,0.7999999999999999
22126_e1cca10f,22199_8ec9eeb2,0.7999999999999999
22126_e1cca10f,22440_014f1bac,0.7999999999999999
20908_10574fbf,23163_7b143a6f,1.0
20908_10574fbf,23199_75dc1efd,1.0
20908_10574fbf,22891_b8c84495,1.0
20908_10574fbf,22378_234fea2c,1.0
20908_10574fbf,21611_1d3ff1b6,1.0
23096_7da0f913,20958_94222947,1.0
23096_7da0f913,21533_8837772a,1.0
23096_7da0f913,20671_33532794,1.0
23096_7da0f913,21453_679a343c,0.7999999999999999
23096_7da0f913,20804_0dcacc66,0.7999999999999999
22072_5163223a,21009_907a2a95,1.0
22072_5163223a,21989_a0b5037d,1.0
22072_5163223a,23331_192866b6,1.0
22072_5163223a,21550_0b16151d,1.0
22072_5163223a,22228_1c82530b,1.0
23120_f7c9092f,21009_907a2a95,1.0
23120_f7c9092f,21989_a0b5037d,1.0
23120_f7c9092f,23331_192866b6,1.0
23120_f7c9092f,21550_0b16151d,1.0
23120_f7c9092f,22228_1c82530b,1.0
23438_b1ef78f4,22080_594bcb66,1.0
23438_b1ef78f4,22155_ab18f2b6,0.7999999999999999
23438_b1ef78f4,22659_0e686e14,0.7999999999999999
23438_b1ef78f4,21836_5bc91e49,0.7999999999999999
23438_b1ef78f4,22259_613f9d44,0.7999999999999999
22678_ff42f120,22057_4947db57,1.0
22678_ff42f120,23178_eb4b4280,1.0
22678_ff42f120,21497_9833a679,1.0
22678_ff42f120,22141_5db99710,1.0
22678_ff42f120,22216_4b032400,1.0
23194_b675acc0,20409_dafedec6,1.0
23194_b675acc0,23406_1d36b046,0.7999999999999999
23194_b675acc0,22261_6efe61e3,0.7999999999999999
23194_b675acc0,20495_e8e7e80c,0.7999999999999999
23194_b675acc0,23218_02d26ab4,0.7999999999999999
20406_dacb0300,20342_c140780b,1.0
20406_dacb0300,20291_42287610,1.0
20406_dacb0300,20332_0c2a24aa,1.0
20406_dacb0300,20479_77930584,1.0
20406_dacb0300,20466_4b3e5186,1.0
22228_1c82530b,21009_907a2a95,1.0
22228_1c82530b,21989_a0b5037d,1.0
22228_1c82530b,23331_192866b6,1.0
22228_1c82530b,23120_f7c9092f,1.0
22228_1c82530b,21550_0b16151d,1.0
23199_75dc1efd,23163_7b143a6f,1.0
23199_75dc1efd,21848_0fff9631,1.0
23199_75dc1efd,22891_b8c84495,1.0
23199_75dc1efd,22378_234fea2c,1.0
23199_75dc1efd,21611_1d3ff1b6,1.0
23310_7daded69,22421_19401bdd,1.0
23310_7daded69,20737_5249e274,1.0
23310_7daded69,20799_213bf924,1.0
23310_7daded69,21174_861bd902,1.0
23310_7daded69,23101_6aec02ee,1.0
21923_41fa6eda,22011_0832eefe,1.0
21923_41fa6eda,22092_897b0ffa,1.0
21923_41fa6eda,22778_7d85debd,1.0
21923_41fa6eda,22040_6461a147,1.0
21923_41fa6eda,20278_d442e77d,0.7999999999999999
20788_d25efea2,21009_907a2a95,1.0
20788_d25efea2,22228_1c82530b,1.0
20788_d25efea2,23331_192866b6,1.0
20788_d25efea2,23120_f7c9092f,1.0
20788_d25efea2,21550_0b16151d,1.0
20340_86125547,20188_98b86c0f,1.0
20340_86125547,22498_b8bdb105,1.0
20340_86125547,21785_d595ced5,1.0
20340_86125547,20469_b6211bfd,0.7999999999999999
20340_86125547,21634_e5e20375,0.7999999999999999
21958_e48ddf4e,22057_4947db57,1.0
21958_e48ddf4e,23178_eb4b4280,1.0
21958_e48ddf4e,21497_9833a679,1.0
21958_e48ddf4e,22141_5db99710,1.0
21958_e48ddf4e,22216_4b032400,1.0
16550_e88d6986,23163_7b143a6f,1.0
16550_e88d6986,21848_0fff9631,1.0
16550_e88d6986,22891_b8c84495,1.0
16550_e88d6986,23199_75dc1efd,1.0
16550_e88d6986,22378_234fea2c,1.0
21358_a69a36f3,21009_907a2a95,1.0
21358_a69a36f3,22228_1c82530b,1.0
21358_a69a36f3,23331_192866b6,1.0
21358_a69a36f3,23120_f7c9092f,1.0
21358_a69a36f3,21550_0b16151d,1.0
20701_6dcbc975,22076_20e8a107,1.0
20701_6dcbc975,21063_037107dc,1.0
20701_6dcbc975,22081_ab3124af,1.0
20701_6dcbc975,22827_f33929ec,1.0
20701_6dcbc975,21450_ea24ffcc,1.0
21924_bbd9f7a9,22421_19401bdd,1.0
21924_bbd9f7a9,20737_5249e274,1.0
21924_bbd9f7a9,20799_213bf924,1.0
21924_bbd9f7a9,21174_861bd902,1.0
21924_bbd9f7a9,23101_6aec02ee,1.0
20451_84d8b290,20451_557fe5cd,1.0
20451_84d8b290,20216_89b90993,1.0
20451_84d8b290,20429_419c4cdd,1.0
20451_84d8b290,20384_767d849a,1.0
20451_84d8b290,20989_885bd9b9,1.0
22085_e039a7d3,21009_907a2a95,1.0
22085_e039a7d3,22228_1c82530b,1.0
22085_e039a7d3,23331_192866b6,1.0
22085_e039a7d3,23120_f7c9092f,1.0
22085_e039a7d3,21550_0b16151d,1.0
22983_0ab3faaf,22057_4947db57,1.0
22983_0ab3faaf,23178_eb4b4280,1.0
22983_0ab3faaf,21497_9833a679,1.0
22983_0ab3faaf,22141_5db99710,1.0
22983_0ab3faaf,22216_4b032400,1.0
20947_115d4058,19518_f220b68a,1.0
20947_115d4058,22073_951645ae,0.7999999999999999
20947_115d4058,21634_e5e20375,0.7999999999999999
20947_115d4058,20951_2918f2fa,0.7999999999999999
20947_115d4058,22064_e1ba20dd,0.7999999999999999
23045_a8c4e4bc,21009_907a2a95,1.0
23045_a8c4e4bc,22228_1c82530b,1.0
23045_a8c4e4bc,23331_192866b6,1.0
23045_a8c4e4bc,23120_f7c9092f,1.0
23045_a8c4e4bc,21550_0b16151d,1.0
20259_de1ab632,20231_f54462bb,1.0
20259_de1ab632,20291_42287610,1.0
20259_de1ab632,20332_0c2a24aa,1.0
20259_de1ab632,20376_eefa9511,1.0
20259_de1ab632,20479_77930584,1.0
22367_b4a67e61,21448_5646a1b6,1.0
22367_b4a67e61,21564_fa5b2db7,1.0
22367_b4a67e61,21825_ce32b0a0,1.0
22367_b4a67e61,22136_a539c50b,1.0
22367_b4a67e61,22283_36ba29c9,1.0
20849_9821b6fe,21009_907a2a95,1.0
20849_9821b6fe,22228_1c82530b,1.0
20849_9821b6fe,23331_192866b6,1.0
20849_9821b6fe,23120_f7c9092f,1.0
20849_9821b6fe,21550_0b16151d,1.0
22469_9d87f800,21009_907a2a95,1.0
22469_9d87f800,22228_1c82530b,1.0
22469_9d87f800,23331_192866b6,1.0
22469_9d87f800,23120_f7c9092f,1.0
22469_9d87f800,21550_0b16151d,1.0
23435_e1c96b4d,23163_7b143a6f,1.0
23435_e1c96b4d,21848_0fff9631,1.0
23435_e1c96b4d,22891_b8c84495,1.0
23435_e1c96b4d,23199_75dc1efd,1.0
23435_e1c96b4d,22378_234fea2c,1.0
23043_c0827516,21590_7d092186,1.0
23043_c0827516,21202_e452c491,0.7999999999999999
23043_c0827516,23502_5a80f907,0.7999999999999999
23043_c0827516,22199_8ec9eeb2,0.7999999999999999
23043_c0827516,22440_014f1bac,0.7999999999999999
23154_7c74d190,22421_19401bdd,1.0
23154_7c74d190,20737_5249e274,1.0
23154_7c74d190,20799_213bf924,1.0
23154_7c74d190,21174_861bd902,1.0
23154_7c74d190,23101_6aec02ee,1.0
20387_0d507234,19810_f77c5501,1.0
20387_0d507234,20239_49b65a55,1.0
20387_0d507234,20899_a8d7c6d5,1.0
20387_0d507234,20989_d1b8b0f8,1.0
20387_0d507234,20141_b9376856,1.0
22862_f5406bb0,23163_7b143a6f,1.0
22862_f5406bb0,21848_0fff9631,1.0
22862_f5406bb0,22891_b8c84495,1.0
22862_f5406bb0,23199_75dc1efd,1.0
22862_f5406bb0,22378_234fea2c,1.0
22890_4ecfa491,22076_20e8a107,1.0
22890_4ecfa491,20701_6dcbc975,1.0
22890_4ecfa491,23251_3eb3d2e6,1.0
22890_4ecfa491,22081_ab3124af,1.0
22890_4ecfa491,22827_f33929ec,1.0
21625_d5d4c9a7,22062_2d6b3b72,1.0
21625_d5d4c9a7,21695_1f33863f,1.0
21625_d5d4c9a7,21048_75cc125c,1.0
21625_d5d4c9a7,21185_ac5324ba,1.0
21625_d5d4c9a7,22681_124bf3a9,1.0
22216_4b032400,22057_4947db57,1.0
22216_4b032400,23178_eb4b4280,1.0
22216_4b032400,21497_9833a679,1.0
22216_4b032400,22095_af226cbc,1.0
22216_4b032400,22141_5db99710,1.0
21564_fa5b2db7,21448_5646a1b6,1.0
21564_fa5b2db7,22367_b4a67e61,1.0
21564_fa5b2db7,21825_ce32b0a0,1.0
21564_fa5b2db7,22136_a539c50b,1.0
21564_fa5b2db7,22283_36ba29c9,1.0
21918_976c2754,22076_20e8a107,1.0
21918_976c2754,20701_6dcbc975,1.0
21918_976c2754,23251_3eb3d2e6,1.0
21918_976c2754,22081_ab3124af,1.0
21918_976c2754,22827_f33929ec,1.0
